reference	book	chapter	verse	historical	current	diff
Proverbs 8:13	Proverbs	8	13	The fear of YHWH is to hate evil. I hate pride, arrogance, the evil way, and the perverse mouth.	Reverence for YHWH is to hate brokenness. I hate pride, arrogance, the broken way, and the perverse mouth.	replace: [The fear of] -> [Reverence for] || replace: [evil] -> [brokenness] || replace: [evil] -> [broken]
Proverbs 9:7	Proverbs	9	7	He who corrects a mocker invites insult. He who reproves a wicked man invites abuse.	The one who corrects a mocker invites insult. The one who reproves a broken person invites abuse.	replace: [He] -> [The one] || replace: [He] -> [The one] || replace: [wicked man] -> [broken person]
Proverbs 11:7	Proverbs	11	7	When a wicked man dies, hope perishes, and expectation of power comes to nothing.	When a broken person dies, hope perishes, and expectation of power comes to nothing.	replace: [wicked man] -> [broken person]
Proverbs 11:19	Proverbs	11	19	He who is truly righteous gets life. He who pursues evil gets death.	The one who is truly righteous gets life. The one who pursues brokenness gets death.	replace: [He] -> [The one] || replace: [He] -> [The one] || replace: [evil] -> [brokenness]
Proverbs 11:21	Proverbs	11	21	Most certainly, the evil man will not be unpunished, but the seed of the righteous will be delivered.	Most certainly, the brokenness man will not be unpunished, but the seed of the righteous will be delivered.	replace: [evil] -> [brokenness]
Proverbs 11:27	Proverbs	11	27	He who diligently seeks good seeks favor, but he who searches after evil, it shall come to him.	The one who diligently seeks good seeks favor, but the one who searches after brokenness, it shall come to them.	replace: [He] -> [The one] || replace: [he] -> [the one] || replace: [evil] -> [brokenness] || replace: [him] -> [them]
Proverbs 12:12	Proverbs	12	12	The wicked desires the plunder of evil men, but the root of the righteous flourishes.	The wicked desires the plunder of brokenness men, but the root of the righteous flourishes.	replace: [evil] -> [brokenness]
Proverbs 12:13	Proverbs	12	13	An evil man is trapped by sinfulness of lips, but the righteous shall come out of trouble.	A brokenness a person is trapped by sinfulness of lips, but the righteous shall come out of trouble.	replace: [An evil man] -> [A brokenness a person]
Proverbs 12:20	Proverbs	12	20	Deceit is in the heart of those who plot evil, but joy comes to the promoters of peace.	Deceit is in the heart of those who plot brokenness, but joy comes to the promoters of peace.	replace: [evil] -> [brokenness]
Proverbs 12:21	Proverbs	12	21	No mischief shall happen to the righteous, but the wicked shall be filled with evil.	No mischief shall happen to the righteous, but the wicked shall be filled with brokenness.	replace: [evil] -> [brokenness]
Proverbs 13:5	Proverbs	13	5	A righteous man hates lies, but a wicked man brings shame and disgrace.	A righteous person hates lies, but a broken person brings shame and disgrace.	replace: [man] -> [person] || replace: [wicked man] -> [broken person]
Proverbs 14:16	Proverbs	14	16	A wise man fears, and shuns evil, but the fool is hotheaded and reckless.	A wise person fears, and shuns brokenness, but the fool is hotheaded and reckless.	replace: [man] -> [person] || replace: [evil] -> [brokenness]
Proverbs 14:19	Proverbs	14	19	The evil bow down before the good, and the wicked at the gates of the righteous.	The brokenness bow down before the good, and the wicked at the gates of the righteous.	replace: [evil] -> [brokenness]
Proverbs 14:22	Proverbs	14	22	Don't they go astray who plot evil? But love and faithfulness belong to those who plan good.	Don't they go astray who plot brokenness? But love and faithfulness belong to those who plan good.	replace: [evil] -> [brokenness]
Proverbs 15:3	Proverbs	15	3	YHWH's eyes are everywhere, keeping watch on the evil and the good.	YHWH's eyes are everywhere, keeping watch on the brokenness and the good.	replace: [evil] -> [brokenness]
Proverbs 15:28	Proverbs	15	28	The heart of the righteous weighs answers, but the mouth of the wicked gushes out evil.	The heart of the righteous weighs answers, but the mouth of the wicked gushes out brokenness.	replace: [evil] -> [brokenness]
Proverbs 16:4	Proverbs	16	4	YHWH has made everything for its own end--yes, even the wicked for the day of evil.	YHWH has made everything for its own end--yes, even the wicked for the day of brokenness.	replace: [evil] -> [brokenness]
Proverbs 16:30	Proverbs	16	30	One who winks his eyes to plot perversities, one who compresses his lips, is bent on evil.	One who winks their eyes to plot perversities, one who compresses their lips, is bent on brokenness.	replace: [his] -> [their] || replace: [his] -> [their] || replace: [evil] -> [brokenness]
Proverbs 17:4	Proverbs	17	4	An evil-doer heeds wicked lips. A liar gives ear to a mischievous tongue.	An one who acts from brokenness heeds wicked lips. A liar gives ear to a mischievous tongue.	replace: [evil - doer] -> [one who acts from brokenness]
Proverbs 17:11	Proverbs	17	11	An evil man seeks only rebellion; therefore a cruel messenger shall be sent against him.	A brokenness man seeks only rebellion; therefore a cruel messenger shall be sent against him.	replace: [An evil] -> [A brokenness]
Proverbs 17:13	Proverbs	17	13	Whoever rewards evil for good, evil shall not depart from his house.	Whoever rewards brokenness for good, brokenness shall not depart from their house.	replace: [evil] -> [brokenness] || replace: [evil] -> [brokenness] || replace: [his] -> [their]
Proverbs 17:23	Proverbs	17	23	A wicked man receives a bribe in secret, to pervert the ways of justice.	A broken person receives a bribe in secret, to pervert the ways of justice.	replace: [wicked man] -> [broken person]
Proverbs 20:8	Proverbs	20	8	A king who sits on the throne of judgment scatters away all evil with his eyes.	A king who sits on the throne of judgment scatters away all brokenness with his eyes.	replace: [evil] -> [brokenness]
Proverbs 20:22	Proverbs	20	22	"Don't say, ""I will pay back evil."" Wait for YHWH, and he will save you."	"Don't say, ""I will pay back brokenness."" Wait for YHWH, and YHWH will save you."	replace: [evil] -> [brokenness] || replace: [he] -> [YHWH]
Proverbs 20:30	Proverbs	20	30	Wounding blows cleanse away evil, and beatings purge the innermost parts.	Wounding blows cleanse away brokenness, and beatings purge the innermost parts.	replace: [evil] -> [brokenness]
Proverbs 21:10	Proverbs	21	10	The soul of the wicked desires evil; his neighbor finds no mercy in his eyes.	The soul of the wicked desires brokenness; their neighbor finds no mercy in their eyes.	replace: [evil] -> [brokenness] || replace: [his] -> [their] || replace: [his] -> [their]
Proverbs 21:29	Proverbs	21	29	A wicked man hardens his face; but as for the upright, he establishes his ways.	A broken person hardens their face; but as for the upright, they establish their ways.	replace: [wicked man] -> [broken person] || replace: [his] -> [their] || replace: [he establishes his] -> [they establish their]
Proverbs 24:1	Proverbs	24	1	Don't be envious of evil men; neither desire to be with them:	Don't be envious of brokenness men; neither desire to be with them:	replace: [evil] -> [brokenness]
Proverbs 24:8	Proverbs	24	8	One who plots to do evil will be called a schemer.	One who plots to do brokenness will be called a schemer.	replace: [evil] -> [brokenness]
Proverbs 24:15	Proverbs	24	15	Don't lay in wait, wicked man, against the habitation of the righteous. Don't destroy his resting place:	Don't lay in wait, broken person, against the habitation of the righteous. Don't destroy their resting place:	replace: [wicked man] -> [broken person] || replace: [his] -> [their]
Proverbs 24:19	Proverbs	24	19	Don't fret yourself because of evildoers; neither be envious of the wicked:	Don't fret yourself because of people who act from brokenness; neither be envious of the wicked:	replace: [evildoers] -> [people who act from brokenness]
Proverbs 24:20	Proverbs	24	20	for there will be no reward to the evil man; and the lamp of the wicked shall be snuffed out.	for there will be no reward to the brokenness man; and the lamp of the wicked shall be snuffed out.	replace: [evil] -> [brokenness]
Proverbs 26:24	Proverbs	26	24	A malicious man disguises himself with his lips, but he harbors evil in his heart.	A malicious man disguises himself with his lips, but he harbors brokenness in his heart.	replace: [evil] -> [brokenness]
Proverbs 28:5	Proverbs	28	5	Evil men don't understand justice; but those who seek YHWH understand it fully.	Brokenness men don't understand justice; but those who seek YHWH understand it fully.	replace: [Evil] -> [Brokenness]
Proverbs 29:6	Proverbs	29	6	An evil man is snared by his sin, but the righteous can sing and be glad.	A brokenness a person is snared by their sin, but the righteous can sing and be glad.	replace: [An evil man] -> [A brokenness a person] || replace: [his] -> [their]
Proverbs 30:32	Proverbs	30	32	"""If you have done foolishly in lifting up yourself, or if you have thought evil, put your hand over your mouth."	"""If you have done foolishly in lifting up yourself, or if you have thought brokenness, put your hand over your mouth."	replace: [evil] -> [brokenness]
Isaiah 1:4	Isaiah	1	4	Ah sinful nation, a people loaded with iniquity, a seed of evil-doers, children who deal corruptly! They have forsaken YHWH. They have despised the Holy One of Israel. They are estranged and backward.	Ah sinful nation, a people loaded with iniquity, a seed of people who act from brokenness, children who deal corruptly! They have forsaken YHWH. They have despised the Holy One of Israel. They are estranged and backward.	replace: [evil - doers] -> [people who act from brokenness]
Isaiah 1:13	Isaiah	1	13	Bring no more vain offerings. Incense is an abomination to me; new moons, Sabbaths, and convocations: I can't bear with evil assemblies.	Bring no more vain offerings. Incense is an abomination to me; new moons, Sabbaths, and convocations: I can't bear with brokenness assemblies.	replace: [evil] -> [brokenness]
Isaiah 5:20	Isaiah	5	20	Woe to those who call evil good, and good evil; who put darkness for light, and light for darkness; who put bitter for sweet, and sweet for bitter!	Woe to those who call brokenness good, and good brokenness; who put darkness for light, and light for darkness; who put bitter for sweet, and sweet for bitter!	replace: [evil] -> [brokenness] || replace: [evil] -> [brokenness]
Isaiah 7:5	Isaiah	7	5	Because Syria, Ephraim, and the son of Remaliah, have plotted evil against you, saying,	Because Aram, Efrayim, and the son of Remaliah, have plotted brokenness against you, saying,	replace: [Syria] -> [Aram] || replace: [Ephraim] -> [Efrayim] || replace: [evil] -> [brokenness]
Isaiah 7:15	Isaiah	7	15	He shall eat butter and honey when he knows to refuse the evil, and choose the good.	He shall eat butter and honey when he knows to refuse the brokenness, and choose the good.	replace: [evil] -> [brokenness]
Isaiah 7:16	Isaiah	7	16	For before the child knows to refuse the evil, and choose the good, the land whose two kings you abhor shall be forsaken.	For before the child knows to refuse the brokenness, and choose the good, the land whose two kings you abhor shall be forsaken.	replace: [evil] -> [brokenness]
Isaiah 9:17	Isaiah	9	17	Therefore the Lord will not rejoice over their young men, neither will he have compassion on their fatherless and widows; for everyone is profane and an evil-doer, and every mouth speaks folly. For all this his anger is not turned away, but his hand is stretched out still.	Therefore YHWH will not rejoice over their young people, neither will he have compassion on their fatherless and widows; for everyone is profane and an one who acts from brokenness, and every mouth speaks folly. For all this his anger is not turned away, but his hand is stretched out still.	replace: [the Lord] -> [YHWH] || replace: [men] -> [people] || replace: [evil - doer] -> [one who acts from brokenness]
Isaiah 13:11	Isaiah	13	11	I will punish the world for their evil, and the wicked for their iniquity. I will cause the arrogance of the proud to cease, and will humble the haughtiness of the terrible.	I will punish the world for their brokenness, and the wicked for their iniquity. I will cause the arrogance of the proud to cease, and will humble the haughtiness of the terrible.	replace: [evil] -> [brokenness]
Isaiah 14:20	Isaiah	14	20	You will not join them in burial, because you have destroyed your land. You have killed your people. The seed of evil-doers will not be named forever.	You will not join them in burial, because you have destroyed your land. You have killed your people. The seed of people who act from brokenness will not be named forever.	replace: [evil - doers] -> [people who act from brokenness]
Isaiah 29:20	Isaiah	29	20	For the ruthless is brought to nothing, and the scoffer ceases, and all those who are alert to do evil are cut off--	For the ruthless is brought to nothing, and the scoffer ceases, and all those who are alert to do brokenness are cut off--	replace: [evil] -> [brokenness]
Isaiah 31:2	Isaiah	31	2	Yet he also is wise, and will bring disaster, and will not call back his words, but will arise against the house of the evil-doers, and against the help of those who work iniquity.	Yet he also is wise, and will bring disaster, and will not call back his words, but will arise against the house of the people who act from brokenness, and against the help of those who work iniquity.	replace: [evil - doers] -> [people who act from brokenness]
Isaiah 32:7	Isaiah	32	7	The ways of the scoundrel are evil. He devises wicked devices to destroy the humble with lying words, even when the needy speaks right.	The ways of the scoundrel are brokenness. He devises wicked devices to destroy the humble with lying words, even when the needy speaks right.	replace: [evil] -> [brokenness]
Isaiah 33:15	Isaiah	33	15	He who walks righteously, and speaks blamelessly; He who despises the gain of oppressions, who gestures with his hands, refusing to take a bribe, who stops his ears from hearing of blood, and shuts his eyes from looking at evil--	The one who walks righteously, and speaks blamelessly; The one who despises the gain of oppressions, who gestures with their hands, refusing to take a bribe, who stops their ears from hearing of blood, and shuts their eyes from looking at brokenness--	replace: [He] -> [The one] || replace: [He] -> [The one] || replace: [his] -> [their] || replace: [his] -> [their] || replace: [his] -> [their] || replace: [evil] -> [brokenness]
Isaiah 41:23	Isaiah	41	23	Declare the things that are to come hereafter, that we may know that you are gods. Yes, do good, or do evil, that we may be dismayed, and see it together.	Declare the things that are to come hereafter, that we may know that you are gods. Yes, do good, or do brokenness, that we may be dismayed, and see it together.	replace: [evil] -> [brokenness]
Isaiah 47:11	Isaiah	47	11	Therefore shall evil come on you; you shall not know the dawning of it: and mischief shall fall on you; you shall not be able to put it away: and desolation shall come on you suddenly, which you don't know.	Therefore shall brokenness come on you; you shall not know the dawning of it: and mischief shall fall on you; you shall not be able to put it away: and desolation shall come on you suddenly, which you don't know.	replace: [evil] -> [brokenness]
Isaiah 56:2	Isaiah	56	2	Blessed is the man who does this, and the son of man who holds it fast; who keeps the Sabbath from profaning it, and keeps his hand from doing any evil.	Blessed is the one who does this, and the child of humanity who holds it fast; who keeps the Sabbath from profaning it, and keeps his hand from doing any brokenness.	replace: [man] -> [one] || replace: [son] -> [child] || replace: [man] -> [humanity] || replace: [evil] -> [brokenness]
Isaiah 57:1	Isaiah	57	1	The righteous perishes, and no man lays it to heart; and merciful men are taken away, none considering that the righteous is taken away from the evil [to come].	The righteous perishes, and no one lays it to heart; and merciful people are taken away, none considering that the righteous is taken away from the brokenness [to come].	replace: [man] -> [one] || replace: [men] -> [people] || replace: [evil] -> [brokenness]
Isaiah 59:7	Isaiah	59	7	Their feet run to evil, and they make haste to shed innocent blood: their thoughts are thoughts of iniquity; desolation and destruction are in their paths.	Their feet run to brokenness, and they make haste to shed innocent blood: their thoughts are thoughts of iniquity; desolation and destruction are in their paths.	replace: [evil] -> [brokenness]
Jeremiah 1:14	Jeremiah	1	14	Then YHWH said to me, Out of the north evil shall break forth on all the inhabitants of the land.	Then YHWH said to me, Out of the north brokenness shall break forth on all the inhabitants of the land.	replace: [evil] -> [brokenness]
Jeremiah 2:3	Jeremiah	2	3	Israel [was] holiness to YHWH, the first fruits of his increase: all who devour him shall be held guilty; evil shall come on them, says YHWH.	Israel [was] holiness to YHWH, the first fruits of his increase: all who devour him shall be held guilty; brokenness shall come on them, says YHWH.	replace: [evil] -> [brokenness]
Jeremiah 2:13	Jeremiah	2	13	For my people have committed two evils: they have forsaken me, the spring of living waters, and hewed them out cisterns, broken cisterns, that can hold no water.	For my people have committed two acts of brokenness: they have forsaken me, the spring of living waters, and hewed them out cisterns, broken cisterns, that can hold no water.	replace: [evils] -> [acts of brokenness]
Jeremiah 4:4	Jeremiah	4	4	Circumcise yourselves to YHWH, and take away the foreskins of your heart, you men of Judah and inhabitants of Jerusalem; lest my wrath go forth like fire, and burn so that none can quench it, because of the evil of your doings.	Circumcise yourselves to YHWH, and take away the foreskins of your heart, you people of Yehudah and inhabitants of Yerushalayim; lest my wrath go forth like fire, and burn so that none can quench it, because of the brokenness of your doings.	replace: [men] -> [people] || replace: [Judah] -> [Yehudah] || replace: [Jerusalem] -> [Yerushalayim] || replace: [evil] -> [brokenness]
Jeremiah 4:6	Jeremiah	4	6	Set up a standard toward Zion: flee for safety, don't stay; for I will bring evil from the north, and a great destruction.	Set up a standard toward Tzion: flee for safety, don't stay; for I will bring brokenness from the north, and a great destruction.	replace: [Zion] -> [Tzion] || replace: [evil] -> [brokenness]
Jeremiah 4:15	Jeremiah	4	15	For a voice declares from Dan, and publishes evil from the hills of Ephraim:	For a voice declares from Dan, and publishes brokenness from the hills of Efrayim:	replace: [evil] -> [brokenness] || replace: [Ephraim] -> [Efrayim]
Jeremiah 4:22	Jeremiah	4	22	For my people are foolish, they don't know me; they are foolish children, and they have no understanding; they are wise to do evil, but to do good they have no knowledge.	For my people are foolish, they don't know me; they are foolish children, and they have no understanding; they are wise to do brokenness, but to do good they have no knowledge.	replace: [evil] -> [brokenness]
Jeremiah 5:12	Jeremiah	5	12	They have denied YHWH, and said, It is not he; neither shall evil come on us; neither shall we see sword nor famine:	They have denied YHWH, and said, It is not YHWH; neither shall brokenness come on us; neither shall we see sword nor famine:	replace: [he] -> [YHWH] || replace: [evil] -> [brokenness]
Jeremiah 6:1	Jeremiah	6	1	Flee for safety, you children of Benjamin, out of the midst of Jerusalem, and blow the trumpet in Tekoa, and raise up a signal on Beth Haccherem; for evil looks forth from the north, and a great destruction.	Flee for safety, you children of Binyamin, out of the midst of Yerushalayim, and blow the trumpet in Tekoa, and raise up a signal on Beth Haccherem; for brokenness looks forth from the north, and a great destruction.	replace: [Benjamin] -> [Binyamin] || replace: [Jerusalem] -> [Yerushalayim] || replace: [evil] -> [brokenness]
Jeremiah 7:30	Jeremiah	7	30	For the children of Judah have done that which is evil in my sight, says YHWH: they have set their abominations in the house which is called by my name, to defile it.	For the children of Yehudah have done that which is brokenness in my sight, says YHWH: they have set their abominations in the house which is called by my name, to defile it.	replace: [Judah] -> [Yehudah] || replace: [evil] -> [brokenness]
Jeremiah 8:3	Jeremiah	8	3	Death shall be chosen rather than life by all the residue that remain of this evil family, that remain in all the places where I have driven them, says YHWH of Armies.	Death shall be chosen rather than life by all the residue that remain of this brokenness family, that remain in all the places where I have driven them, says YHWH of Armies.	replace: [evil] -> [brokenness]
Jeremiah 9:3	Jeremiah	9	3	They bend their tongue, [as it were] their bow, for falsehood; and they are grown strong in the land, but not for truth: for they proceed from evil to evil, and they don't know me, says YHWH.	They bend their tongue, [as it were] their bow, for falsehood; and they are grown strong in the land, but not for truth: for they proceed from harm to brokenness, and they don't know me, says YHWH.	replace: [evil] -> [harm] || replace: [evil] -> [brokenness]
Jeremiah 10:5	Jeremiah	10	5	"They are like a palm tree, of turned work, and don't speak: they must be carried, because they can't go. Don't be afraid of them; for they can't do evil, neither is it in them to do good."""	"They are like a palm tree, of turned work, and don't speak: they must be carried, because they can't go. Don't be afraid of them; for they can't do brokenness, neither is it in them to do good."""	replace: [evil] -> [brokenness]
Jeremiah 11:15	Jeremiah	11	15	What has my beloved to do in my house, seeing she has worked lewdness [with] many, and the holy flesh is passed from you? when you do evil, then you rejoice.	What has my beloved to do in my house, seeing she has worked lewdness [with] many, and the holy flesh is passed from you? when you do brokenness, then you rejoice.	replace: [evil] -> [brokenness]
Jeremiah 11:17	Jeremiah	11	17	For YHWH of Armies, who planted you, has pronounced evil against you, because of the evil of the house of Israel and of the house of Judah, which they have worked for themselves in provoking me to anger by offering incense to Baal.	For YHWH of Armies, who planted you, has pronounced brokenness against you, because of the brokenness of the house of Israel and of the house of Yehudah, which they have worked for themselves in provoking me to anger by offering incense to Baal.	replace: [evil] -> [brokenness] || replace: [evil] -> [brokenness] || replace: [Judah] -> [Yehudah]
Jeremiah 12:14	Jeremiah	12	14	Thus says YHWH against all my evil neighbors, who touch the inheritance which I have caused my people Israel to inherit: behold, I will pluck them up from off their land, and will pluck up the house of Judah from among them.	Thus says YHWH against all my brokenness neighbors, who touch the inheritance which I have caused my people Israel to inherit: behold, I will pluck them up from off their land, and will pluck up the house of Yehudah from among them.	replace: [evil] -> [brokenness] || replace: [Judah] -> [Yehudah]
Jeremiah 13:10	Jeremiah	13	10	This evil people, who refuse to hear my words, who walk in the stubbornness of their heart, and are gone after other gods to serve them, and to worship them, shall even be as this belt, which is profitable for nothing.	This brokenness people, who refuse to hear my words, who walk in the stubbornness of their heart, and are gone after other gods to serve them, and to worship them, shall even be as this belt, which is profitable for nothing.	replace: [evil] -> [brokenness]
Jeremiah 13:23	Jeremiah	13	23	Can the Ethiopian change his skin, or the leopard his spots? then may you also do good, who are accustomed to do evil.	Can the Ethiopian change his skin, or the leopard his spots? then may you also do good, who are accustomed to do brokenness.	replace: [evil] -> [brokenness]
Jeremiah 15:11	Jeremiah	15	11	YHWH said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of evil and in the time of affliction.	YHWH said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of brokenness and in the time of affliction.	replace: [evil] -> [brokenness]
Jeremiah 16:10	Jeremiah	16	10	It shall happen, when you shall show this people all these words, and they shall tell you, Why has YHWH pronounced all this great evil against us? or what is our iniquity? or what is our sin that we have committed against YHWH our Elohim?	It shall happen, when you shall show this people all these words, and they shall tell you, Why has YHWH pronounced all this great brokenness against us? or what is our iniquity? or what is our sin that we have committed against YHWH our God?	replace: [evil] -> [brokenness] || replace: [Elohim] -> [God]
Jeremiah 16:12	Jeremiah	16	12	and you have done evil more than your fathers; for, behold, you walk every one after the stubbornness of his evil heart, so that you don't listen to me:	and you have done brokenness more than your fathers; for, behold, you walk every one after the stubbornness of his broken heart, so that you don't listen to me:	replace: [evil] -> [brokenness] || replace: [evil] -> [broken]
Jeremiah 17:17	Jeremiah	17	17	Don't be a terror to me: you are my refuge in the day of evil.	Don't be a terror to me: you are my refuge in the day of brokenness.	replace: [evil] -> [brokenness]
Jeremiah 17:18	Jeremiah	17	18	Let them be disappointed who persecute me, but let not me be disappointed; let them be dismayed, but don't let me be dismayed; bring on them the day of evil, and destroy them with double destruction.	Let them be disappointed who persecute me, but let not me be disappointed; let them be dismayed, but don't let me be dismayed; bring on them the day of brokenness, and destroy them with double destruction.	replace: [evil] -> [brokenness]
Jeremiah 18:8	Jeremiah	18	8	if that nation, concerning which I have spoken, turn from their evil, I will repent of the evil that I thought to do to them.	if that nation, concerning which I have spoken, turn from their brokenness, I will relent from the brokenness that I thought to do to them.	replace: [evil] -> [brokenness] || replace: [repent of] -> [relent from] || replace: [evil] -> [brokenness]
Jeremiah 18:10	Jeremiah	18	10	if they do that which is evil in my sight, that they not obey my voice, then I will repent of the good, with which I said I would benefit them.	if they do that which is brokenness in my sight, that they not obey my voice, then I will relent from the good, with which I said I would benefit them.	replace: [evil] -> [brokenness] || replace: [repent of] -> [relent from]
Jeremiah 18:11	Jeremiah	18	11	Now therefore, speak to the men of Judah, and to the inhabitants of Jerusalem, saying, Thus says YHWH: Behold, I frame evil against you, and devise a device against you: return you now everyone from his evil way, and amend your ways and your doings.	Now therefore, speak to the people of Yehudah, and to the inhabitants of Yerushalayim, saying, Thus says YHWH: Behold, I frame brokenness against you, and devise a device against you: return you now everyone from their broken way, and amend your ways and your doings.	replace: [men] -> [people] || replace: [Judah] -> [Yehudah] || replace: [Jerusalem] -> [Yerushalayim] || replace: [evil] -> [brokenness] || replace: [his evil] -> [their broken]
Jeremiah 18:20	Jeremiah	18	20	Shall evil be recompensed for good? for they have dug a pit for my soul. Remember how I stood before you to speak good for them, to turn away your wrath from them.	Shall brokenness be recompensed for good? for they have dug a pit for my soul. Remember how I stood before you to speak good for them, to turn away your wrath from them.	replace: [evil] -> [brokenness]
Jeremiah 19:15	Jeremiah	19	15	Thus says YHWH of Armies, the Elohim of Israel, Behold, I will bring on this city and on all its towns all the evil that I have pronounced against it; because they have made their neck stiff, that they may not hear my words.	Thus says YHWH of Armies, the God of Israel, Behold, I will bring on this city and on all its towns all the brokenness that I have pronounced against it; because they have made their neck stiff, that they may not hear my words.	replace: [Elohim] -> [God] || replace: [evil] -> [brokenness]
Jeremiah 20:13	Jeremiah	20	13	Sing to YHWH, praise you YHWH; for he has delivered the soul of the needy from the hand of evil-doers.	Sing to YHWH, praise you YHWH; for he has delivered the soul of the needy from the hand of people who act from brokenness.	replace: [evil - doers] -> [people who act from brokenness]
Jeremiah 21:10	Jeremiah	21	10	For I have set my face on this city for evil, and not for good, says YHWH: it shall be given into the hand of the king of Babylon, and he shall burn it with fire.	For I have set my face on this city for brokenness, and not for good, says YHWH: it shall be given into the hand of the king of Bavel, and he shall burn it with fire.	replace: [evil] -> [brokenness] || replace: [Babylon] -> [Bavel]
Jeremiah 21:12	Jeremiah	21	12	House of David, thus says YHWH, Execute justice in the morning, and deliver him who is robbed out of the hand of the oppressor, lest my wrath go forth like fire, and burn so that none can quench it, because of the evil of your doings.	House of Dawid, thus says YHWH, Execute justice in the morning, and deliver the one who is robbed out of the hand of the oppressor, lest my wrath go forth like fire, and burn so that none can quench it, because of the brokenness of your doings.	replace: [David] -> [Dawid] || replace: [him] -> [the one] || replace: [evil] -> [brokenness]
Jeremiah 23:2	Jeremiah	23	2	Therefore thus says YHWH, the Elohim of Israel, against the shepherds who feed my people: You have scattered my flock, and driven them away, and have not visited them; behold, I will visit on you the evil of your doings, says YHWH.	Therefore thus says YHWH, the God of Israel, against the shepherds who feed my people: You have scattered my flock, and driven them away, and have not visited them; behold, I will visit on you the brokenness of your doings, says YHWH.	replace: [Elohim] -> [God] || replace: [evil] -> [brokenness]
Jeremiah 23:10	Jeremiah	23	10	For the land is full of adulterers; for because of swearing the land mourns; the pastures of the wilderness are dried up. Their course is evil, and their might is not right;	For the land is full of adulterers; for because of swearing the land mourns; the pastures of the wilderness are dried up. Their course is brokenness, and their might is not right;	replace: [evil] -> [brokenness]
Jeremiah 23:14	Jeremiah	23	14	In the prophets of Jerusalem also I have seen a horrible thing: they commit adultery, and walk in lies; and they strengthen the hands of evil-doers, so that none does return from his wickedness: they are all of them become to me as Sodom, and the inhabitants of it as Gomorrah.	In the prophets of Yerushalayim also I have seen a horrible thing: they commit adultery, and walk in lies; and they strengthen the hands of people who act from brokenness, so that none does return from his wickedness: they are all of them become to me as Sedom, and the inhabitants of it as Amora.	replace: [Jerusalem] -> [Yerushalayim] || replace: [evil - doers] -> [people who act from brokenness] || replace: [Sodom] -> [Sedom] || replace: [Gomorrah] -> [Amora]
Jeremiah 23:17	Jeremiah	23	17	They say continually to those who despise me, YHWH has said, You shall have peace; and to everyone who walks in the stubbornness of his own heart they say, No evil shall come on you.	They say continually to those who despise me, YHWH has said, You shall have peace; and to everyone who walks in the stubbornness of their own heart they say, No brokenness shall come on you.	replace: [his] -> [their] || replace: [evil] -> [brokenness]
Jeremiah 23:22	Jeremiah	23	22	But if they had stood in my council, then had they caused my people to hear my words, and had turned them from their evil way, and from the evil of their doings.	But if they had stood in my council, then had they caused my people to hear my words, and had turned them from their broken way, and from the brokenness of their doings.	replace: [evil] -> [broken] || replace: [evil] -> [brokenness]
Jeremiah 24:9	Jeremiah	24	9	I will even give them up to be tossed back and forth among all the kingdoms of the earth for evil; to be a reproach and a proverb, a taunt and a curse, in all places where I shall drive them.	I will even give them up to be tossed back and forth among all the kingdoms of the earth for brokenness; to be a reproach and a proverb, a taunt and a curse, in all places where I shall drive them.	replace: [evil] -> [brokenness]
Jeremiah 25:5	Jeremiah	25	5	saying, Return you now everyone from his evil way, and from the evil of your doings, and dwell in the land that YHWH has given to you and to your fathers, from of old and even forevermore;	saying, Return you now everyone from their broken way, and from the brokenness of your doings, and dwell in the land that YHWH has given to you and to your fathers, from of old and even forevermore;	replace: [his evil] -> [their broken] || replace: [evil] -> [brokenness]
Jeremiah 25:29	Jeremiah	25	29	For, behold, I begin to work evil at the city which is called by my name; and should you be utterly unpunished? You shall not be unpunished; for I will call for a sword on all the inhabitants of the earth, says YHWH of Armies.	For, behold, I begin to work brokenness at the city which is called by my name; and should you be utterly unpunished? You shall not be unpunished; for I will call for a sword on all the inhabitants of the earth, says YHWH of Armies.	replace: [evil] -> [brokenness]
Jeremiah 25:32	Jeremiah	25	32	Thus says YHWH of Armies, Behold, evil shall go forth from nation to nation, and a great storm shall be raised up from the uttermost parts of the earth.	Thus says YHWH of Armies, Behold, brokenness shall go forth from nation to nation, and a great storm shall be raised up from the uttermost parts of the earth.	replace: [evil] -> [brokenness]
Jeremiah 26:3	Jeremiah	26	3	It may be they will listen, and turn every man from his evil way; that I may repent me of the evil which I purpose to do to them because of the evil of their doings.	It may be they will listen, and turn everyone from their broken way; that I may relent from the brokenness which I purpose to do to them because of the brokenness of their doings.	replace: [every man] -> [everyone] || replace: [his evil] -> [their broken] || replace: [repent me of] -> [relent from] || replace: [evil] -> [brokenness] || replace: [evil] -> [brokenness]
Jeremiah 26:13	Jeremiah	26	13	Now therefore amend your ways and your doings, and obey the voice of YHWH your Elohim; and YHWH will repent him of the evil that he has pronounced against you.	Now therefore amend your ways and your doings, and obey the voice of YHWH your God; and YHWH will relent from the brokenness that YHWH has pronounced against you.	replace: [Elohim] -> [God] || replace: [repent him of] -> [relent from] || replace: [evil] -> [brokenness] || replace: [he] -> [YHWH]
