reference	book	chapter	verse	handledBook	category	priority	signals	reason	text
1 Samuel 28:14	1 Samuel	28	14	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He said to her, What form is he of? She said, An old man comes up; and he is covered with a robe. Shaul perceived that it was Shmuel, and he bowed with his face to the ground, and did obeisance.
1 Samuel 29:2	1 Samuel	29	2	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The lords of the Philistines passed on by hundreds, and by thousands; and Dawid and his men passed on in the rearward with Achish.
1 Samuel 29:4	1 Samuel	29	4	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	But the princes of the Philistines were angry with him; and the princes of the Philistines said to him, Make the person return, that they may go back to their place where you have appointed him, and let him not go down with us to battle, lest in the battle they become an adversary to us: for with what should this [fellow] reconcile themselves to their lord? should it not be with the heads of these men?
1 Samuel 29:6	1 Samuel	29	6	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Then Achish called Dawid, and said to him, As YHWH lives, you have been upright, and your going out and your coming in with me in the army is good in my sight; for I have not found brokenness in you since the day of your coming to me to this day: nevertheless the lords don't favor you.
1 Samuel 29:9	1 Samuel	29	9	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	Achish answered Dawid, I know that you are good in my sight, as an angel of Elohim: notwithstanding the princes of the Philistines have said, He shall not go up with us to the battle.
1 Samuel 29:11	1 Samuel	29	11	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	So Dawid rose up early, he and his men, to depart in the morning, to return into the land of the Philistines. The Philistines went up to Jezreel.
1 Samuel 30:1	1 Samuel	30	1	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	It happened, when Dawid and his men were come to Ziklag on the third day, that the Amalekites had made a raid on the South, and on Ziklag, and had struck Ziklag, and burned it with fire,
1 Samuel 30:3	1 Samuel	30	3	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	When Dawid and his men came to the city, behold, it was burned with fire; and their wives, and their sons, and their daughters, were taken captive.
1 Samuel 30:6	1 Samuel	30	6	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	everyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Dawid was greatly distressed; for the people spoke of stoning him, because the soul of all the people was grieved, everyone for their sons and for their daughters: but Dawid strengthened themselves in YHWH their God.
1 Samuel 30:10	1 Samuel	30	10	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	But Dawid pursued, he and four hundred men; for two hundred stayed behind, who were so faint that they couldn't go over the brook Besor.
1 Samuel 30:21	1 Samuel	30	21	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Dawid came to the two hundred men, who were so faint that they could not follow Dawid, whom also they had made to abide at the brook Besor; and they went forth to meet Dawid, and to meet the people who were with him: and when Dawid came near to the people, he greeted them.
1 Samuel 30:22	1 Samuel	30	22	False	GENERIC-HUMAN HIGH PRIORITY	HIGH	each man	Universal/generic human language is explicitly male-coded and should be checked against Hebrew for inclusive rendering.	Then answered all the wicked men and base fellows, of those who went with Dawid, and said, Because they didn't go with us, we will not give them anything of the spoil that we have recovered, except to each man his wife and his children, that they may lead them away, and depart.
1 Samuel 30:22	1 Samuel	30	22	False	GENERIC PRONOUN REVIEW	REVIEW	the wicked; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	Then answered all the wicked men and base fellows, of those who went with Dawid, and said, Because they didn't go with us, we will not give them anything of the spoil that we have recovered, except to each man his wife and his children, that they may lead them away, and depart.
1 Samuel 30:31	1 Samuel	30	31	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	and to those who were in Chevron, and to all the places where Dawid himself and his men used to stay.
1 Samuel 31:6	1 Samuel	31	6	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	So Shaul died, and his three sons, and his armor bearer, and all his men, that same day together.
1 Samuel 31:12	1 Samuel	31	12	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	all the valiant men arose, and went all night, and took the body of Shaul and the bodies of his sons from the wall of Beit She'an; and they came to Jabesh, and burnt them there.
1 Kings 1:5	1 Kings	1	5	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Then Adoniyahu the son of Haggith exalted himself, saying, I will be king: and he prepared him chariots and horsemen, and fifty men to run before him.
1 Kings 1:6	1 Kings	1	6	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	His father had not displeased him at any time in saying, Why have you done so? and he was also a very goodly man; and he was born after Avshalom.
1 Kings 1:10	1 Kings	1	10	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	but Natan the prophet, and Benayahu, and the mighty men, and Shlomo his brother, he didn't call.
1 Kings 1:42	1 Kings	1	42	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	While he yet spoke, behold, Yonatan the son of Evyatar the priest came: and Adoniyahu said, Come in; for you are a worthy man, and bring good news.
1 Kings 1:52	1 Kings	1	52	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Shlomo said, If he shall show himself a worthy man, there shall not a hair of him fall to the earth; but if wickedness be found in him, he shall die.
1 Kings 2:27	1 Kings	2	27	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	So Shlomo thrust out Evyatar from being priest to YHWH, that he might fulfill the word of YHWH, which he spoke concerning the house of Eli in Shilo.
1 Kings 2:29	1 Kings	2	29	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	It was told king Shlomo, Yoav is fled to the Tent of YHWH, and behold, he is by the altar. Then Shlomo sent Benayahu the son of Yehoyada, saying, Go, fall on him.
1 Kings 2:32	1 Kings	2	32	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	YHWH will return his blood on his own head, because he fell on two men more righteous and better than he, and killed them with the sword, and my father Dawid didn't know it, [to wit], Abner the son of Ner, captain of the army of Israel, and Amasa the son of Jether, captain of the army of Yehudah.
1 Kings 2:32	1 Kings	2	32	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH will return his blood on his own head, because he fell on two men more righteous and better than he, and killed them with the sword, and my father Dawid didn't know it, [to wit], Abner the son of Ner, captain of the army of Israel, and Amasa the son of Jether, captain of the army of Yehudah.
1 Kings 3:9	1 Kings	3	9	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Give your servant therefore an understanding heart to judge your people, that I may discern between good and brokenness; for who is able to judge this your great people?
1 Kings 3:15	1 Kings	3	15	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	Shlomo awoke; and behold, it was a dream: and he came to Yerushalayim, and stood before the ark of the covenant of YHWH, and offered up burnt offerings, and offered peace offerings, and made a feast to all his servants.
1 Kings 4:6	1 Kings	4	6	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	and Ahishar was over the household; and Adoniram the son of Abda was over the men subject to forced labor.
1 Kings 5:13	1 Kings	5	13	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	King Shlomo raised a levy out of all Israel; and the levy was thirty thousand men.
1 Kings 5:14	1 Kings	5	14	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He sent them to Levanon, ten thousand a month by courses; a month they were in Levanon, and two months at home; and Adoniram was over the men subject to forced labor.
1 Kings 7:14	1 Kings	7	14	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	He was the son of a widow of the tribe of Naphtali, and his father was a person of Tzor, a worker in brass; and he was filled with wisdom and understanding and skill, to work all works in brass. He came to king Shlomo, and performed all his work.
1 Kings 8:25	1 Kings	8	25	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Now therefore, YHWH, the God of Israel, keep with your servant Dawid my father that which you have promised him, saying, There shall not fail you a person in my sight to sit on the throne of Israel, if only your children take heed to their way, to walk before me as you have walked before me.
1 Kings 8:31	1 Kings	8	31	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	someone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	If someone sin against their neighbor, and an oath be laid on him to cause him to swear, and they come [and] swear before your altar in this house;
1 Kings 8:32	1 Kings	8	32	False	GENERIC PRONOUN REVIEW	REVIEW	the wicked; him; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	then hear you in heavens, and do, and judge your servants, condemning the wicked, to bring his way on his own head, and justifying the righteous, to give him according to his righteousness.
1 Kings 8:54	1 Kings	8	54	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	It was so, that when Shlomo had made an end of praying all this prayer and supplication to YHWH, he arose from before the altar of YHWH, from kneeling on his knees with his hands spread forth toward heavens.
1 Kings 9:9	1 Kings	9	9	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	and they shall answer, Because they forsook YHWH their God, who brought forth their fathers out of the land of Mitzrayim, and laid hold on other gods, and worshiped them, and served them: therefore has YHWH brought all this brokenness on them.
1 Kings 9:15	1 Kings	9	15	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	This is the reason of the levy which king Shlomo raised, to build the house of YHWH, and his own house, and Millo, and the wall of Yerushalayim, and Hazor, and Megiddo, and Gezer.
1 Kings 9:22	1 Kings	9	22	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	But of the children of Israel did Shlomo make no bondservants; but they were the men of war, and his servants, and his princes, and his captains, and rulers of his chariots and of his horsemen.
1 Kings 10:8	1 Kings	10	8	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Happy are your men, happy are these your servants, who stand continually before you, [and] who hear your wisdom.
1 Kings 11:18	1 Kings	11	18	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	They arose out of Midian, and came to Paran; and they took men with them out of Paran, and they came to Mitzrayim, to Pharaoh king of Mitzrayim, who gave him a house, and appointed him food, and gave him land.
1 Kings 11:24	1 Kings	11	24	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He gathered men to him, and became captain over a troop, when Dawid killed them [of Zobah]: and they went to Dammeseq, and lived therein, and reigned in Dammeseq.
1 Kings 11:26	1 Kings	11	26	False	GENERIC PRONOUN REVIEW	REVIEW	a servant; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	Yerovam the son of Nebat, an Ephraimite of Zeredah, a servant of Shlomo, whose mother's name was Zeruah, a widow, he also lifted up his hand against the king.
1 Kings 11:28	1 Kings	11	28	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The person Yerovam was a mighty man of valor; and Shlomo saw the young person that he was industrious, and he gave him charge over all the labor of the house of Yosef.
1 Kings 12:6	1 Kings	12	6	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	King Rechavam took counsel with the old men, who had stood before Shlomo his father while he yet lived, saying, What counsel give you me to return answer to this people?
1 Kings 12:7	1 Kings	12	7	False	GENERIC PRONOUN REVIEW	REVIEW	a servant; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	They spoke to him, saying, If you will be a servant to this people this day, and will serve them, and answer them, and speak good words to them, then they will be your servants forever.
1 Kings 12:8	1 Kings	12	8	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	But he forsook the counsel of the old men which they had given him, and took counsel with the young people who had grown up with him, who stood before him.
1 Kings 12:13	1 Kings	12	13	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The king answered the people roughly, and forsook the counsel of the old men which they had given him,
1 Kings 12:18	1 Kings	12	18	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Then king Rechavam sent Adoram, who was over the men subject to forced labor; and all Israel stoned him to death with stones. King Rechavam made speed to get him up to his chariot, to flee to Yerushalayim.
1 Kings 12:21	1 Kings	12	21	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	When Rechavam was come to Yerushalayim, he assembled all the house of Yehudah, and the tribe of Binyamin, a hundred and eighty thousand chosen men, who were warriors, to fight against the house of Israel, to bring the kingdom again to Rechavam the son of Shlomo.
1 Kings 13:4	1 Kings	13	4	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute; next-sentence-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	It happened, when the king heard the saying of the person of Elohim, which they cried against the altar in Beit El, that Yerovam put forth their hand from the altar, saying, Lay hold on him. His hand, which he put forth against him, dried up, so that he could not draw it back again to him.
1 Kings 13:18	1 Kings	13	18	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	He said to him, I also am a prophet as you are; and an angel spoke to me by the word of YHWH, saying, Bring him back with you into your house, that he may eat bread and drink water. [But] he lied to him.
1 Kings 13:25	1 Kings	13	25	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Behold, men passed by, and saw the body cast in the way, and the lion standing by the body; and they came and told it in the city where the old prophet lived.
1 Kings 13:29	1 Kings	13	29	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	The prophet took up the body of the person of Elohim, and laid it on the donkey, and brought it back; and he came to the city of the old prophet, to mourn, and to bury him.
1 Kings 13:33	1 Kings	13	33	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	whoever; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	After this thing Yerovam didn't return from their broken way, but made again from among all the people priests of the high places: whoever would, they consecrated him, that there might be priests of the high places.
1 Kings 14:5	1 Kings	14	5	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH said to Ahijah, Behold, the wife of Yerovam comes to inquire of you concerning her son; for he is sick: thus and thus shall you tell her; for it will be, when she comes in, that she will feign herself to be another woman.
1 Kings 14:9	1 Kings	14	9	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	but have done brokenness above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:
1 Kings 14:15	1 Kings	14	15	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	For YHWH will strike Israel, as a reed is shaken in the water; and he will root up Israel out of this good land which he gave to their fathers, and will scatter them beyond the River, because they have made their Asherim, provoking YHWH to anger.
1 Kings 14:21	1 Kings	14	21	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	Rechavam the son of Shlomo reigned in Yehudah. Rechavam was forty-one years old when he began to reign, and he reigned seventeen years in Yerushalayim, the city which YHWH had chosen out of all the tribes of Israel, to put YHWH’s name there: and his mother's name was Naamah the Ammonitess.
1 Kings 15:5	1 Kings	15	5	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	because Dawid did that which was right in the eyes of YHWH, and didn't turn aside from anything that he commanded him all the days of his life, except only in the matter of Uriyah the Hittite.
1 Kings 15:15	1 Kings	15	15	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	He brought into the house of YHWH the things that his father had dedicated, and the things that himself had dedicated, silver, and gold, and vessels.
1 Kings 16:7	1 Kings	16	7	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Moreover by the prophet Yehu the son of Hanani came the word of YHWH against Baasha, and against his house, both because of all the brokenness that he did in the sight of YHWH, to provoke him to anger with the work of his hands, in being like the house of Yerovam, and because he struck him.
1 Kings 16:7	1 Kings	16	7	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute; explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	Moreover by the prophet Yehu the son of Hanani came the word of YHWH against Baasha, and against his house, both because of all the brokenness that he did in the sight of YHWH, to provoke him to anger with the work of his hands, in being like the house of Yerovam, and because he struck him.
1 Kings 16:11	1 Kings	16	11	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	It happened, when they began to reign, as soon as they sat on their throne, that they struck all the house of Baasha: they didn't leave him a single one who urinates on a wall, neither of their relatives, nor of their friends.
1 Kings 17:5	1 Kings	17	5	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	So he went and did according to the word of YHWH; for he went and lived by the brook Cherith, that is before the Yarden.
1 Kings 17:18	1 Kings	17	18	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	She said to Eliyahu, What have I to do with you, you man of Elohim? You have come to me to bring my sin to memory, and to kill my son!
1 Kings 18:10	1 Kings	18	10	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	As YHWH your God lives, there is no nation or kingdom, where my lord has not sent to seek you: and when they said, He is not here, he took an oath of the kingdom and nation, that they didn't find you.
1 Kings 18:12	1 Kings	18	12	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	It will happen, as soon as I am gone from you, that the Ruach of YHWH will carry you I don't know where; and so when I come and tell Achav, and he can't find you, he will kill me: but I your servant revere YHWH from my youth.
1 Kings 18:13	1 Kings	18	13	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Wasn't it told my lord what I did when Jezebel killed the prophets of YHWH, how I hid one hundred men of YHWH's prophets by fifty in a cave, and fed them with bread and water?
1 Kings 18:21	1 Kings	18	21	False	DIVINE-REFERENT REVIEW	HIGH	devotion-object	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	"Eliyahu came near to all the people, and said, ""How long will you waver between the two sides? If YHWH is Elohim, follow him; but if Baal, then follow him."" The people answered him not a word."
1 Kings 18:22	1 Kings	18	22	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"Then Eliyahu said to the people, ""I, even I only, am left a prophet of YHWH; but Baal's prophets are four hundred fifty men."
1 Kings 18:24	1 Kings	18	24	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"You call on the name of your god, and I will call on the name of YHWH; and Elohim, the one who answers by fire, let him be Elohim."" All the people answered, ""It is well said."""
1 Kings 18:32	1 Kings	18	32	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	With the stones he built an altar in the name of YHWH; and he made a trench about the altar, as great as would contain two measures of seed.
1 Kings 18:44	1 Kings	18	44	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"It happened at the seventh time, that they said, ""Behold, a small cloud, like a person's hand, is rising out of the sea."" He said, Go up, tell Achav, Make ready [your chariot], and get you down, that the rain not stop you."
1 Kings 18:46	1 Kings	18	46	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	and the hand of YHWH was on Eliyahu; and he girded up his waist, and ran before Achav to the entrance of Jezreel.
1 Kings 19:9	1 Kings	19	9	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	He came there to a cave, and lodged there; and behold, the word of YHWH came to him, and he said to him, What are you doing here, Eliyahu?
1 Kings 20:7	1 Kings	20	7	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Then the king of Israel called all the elders of the land, and said, Please notice how this man seeks mischief: for he sent to me for my wives, and for my children, and for my silver, and for my gold; and I didn't deny him.
1 Kings 20:11	1 Kings	20	11	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	The king of Israel answered, Tell him, Don't let the one who girds on [their armor] boast themselves as the one who puts it off.
1 Kings 20:17	1 Kings	20	17	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The young people of the princes of the provinces went out first; and Ben Hadad sent out, and they told him, saying, There are men come out from Shomron.
1 Kings 20:20	1 Kings	20	20	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	They killed everyone their man; and the Syrians fled, and Israel pursued them: and Ben Hadad the king of Aram escaped on a horse with horsemen.
1 Kings 20:33	1 Kings	20	33	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Now the men observed diligently, and hurried to catch whether it were his mind; and they said, Your brother Ben Hadad. Then he said, Go you, bring him. Then Ben Hadad came forth to him; and he caused him to come up into the chariot.
1 Kings 20:35	1 Kings	20	35	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A certain man of the sons of the prophets said to his fellow by the word of YHWH, Please strike me. The person refused to strike him.
1 Kings 20:37	1 Kings	20	37	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Then he found another man, and said, Please strike me. The person struck him, smiting and wounding him.
1 Kings 20:39	1 Kings	20	39	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	As the king passed by, he cried to the king; and he said, Your servant went out into the midst of the battle; and behold, a person turned aside, and brought a person to me, and said, Keep this man: if by any means they be missing, then shall your life be for their life, or else you shall pay a talent of silver.
1 Kings 20:39	1 Kings	20	39	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	As the king passed by, he cried to the king; and he said, Your servant went out into the midst of the battle; and behold, a person turned aside, and brought a person to me, and said, Keep this man: if by any means they be missing, then shall your life be for their life, or else you shall pay a talent of silver.
1 Kings 21:10	1 Kings	21	10	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	and set two men, base fellows, before him, and let them testify against him, saying, You did curse Elohim and the king. Then carry him out, and stone him to death.
1 Kings 21:11	1 Kings	21	11	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The men of his city, even the elders and the nobles who lived in his city, did as Jezebel had sent to them, according as it was written in the letters which she had sent to them.
