reference	book	chapter	verse	categories	before	after
Proverbs 16:4	Proverbs	16	4	lexical	YHWH has made everything for its own end--yes, even the wicked for the day of brokenness.	YHWH has made everything for its own end--yes, even the wicked for the day of evil.
Proverbs 16:30	Proverbs	16	30	lexical	One who winks their eyes to plot perversities, one who compresses their lips, is bent on brokenness.	One who winks their eyes to plot perversities, one who compresses their lips, is bent on evil.
Proverbs 17:4	Proverbs	17	4	lexical	An one who acts from brokenness heeds wicked lips. A liar gives ear to a mischievous tongue.	One who does wrong heeds wicked lips. A liar gives ear to a mischievous tongue.
Proverbs 17:11	Proverbs	17	11	lexical	A brokenness man seeks only rebellion; therefore a cruel messenger shall be sent against him.	A wicked person seeks only rebellion; therefore a cruel messenger shall be sent against him.
Proverbs 17:13	Proverbs	17	13	lexical	Whoever rewards brokenness for good, brokenness shall not depart from their house.	Whoever rewards evil for good, evil shall not depart from their house.
Proverbs 17:23	Proverbs	17	23	lexical	A broken person receives a bribe in secret, to pervert the ways of justice.	A wicked person receives a bribe in secret, to pervert the ways of justice.
Proverbs 20:8	Proverbs	20	8	lexical	A king who sits on the throne of judgment scatters away all brokenness with his eyes.	A king who sits on the throne of judgment scatters away all evil with his eyes.
Proverbs 20:22	Proverbs	20	22	lexical	"Don't say, ""I will pay back brokenness."" Wait for YHWH, and YHWH will save you."	"Don't say, ""I will pay back evil."" Wait for YHWH, and YHWH will save you."
Proverbs 20:30	Proverbs	20	30	lexical	Wounding blows cleanse away brokenness, and beatings purge the innermost parts.	Wounding blows cleanse away evil, and beatings purge the innermost parts.
Proverbs 21:10	Proverbs	21	10	lexical	The soul of the wicked desires brokenness; their neighbor finds no mercy in their eyes.	The soul of the wicked desires evil; their neighbor finds no mercy in their eyes.
Proverbs 21:29	Proverbs	21	29	lexical	A broken person hardens their face; but as for the upright, they establish their ways.	A wicked person hardens their face; but as for the upright, they establish their ways.
Proverbs 24:1	Proverbs	24	1	lexical	Don't be envious of brokenness men; neither desire to be with them:	Don't be envious of wicked people; neither desire to be with them:
Proverbs 24:8	Proverbs	24	8	lexical	One who plots to do brokenness will be called a schemer.	One who plots to do wrong will be called a schemer.
Proverbs 24:15	Proverbs	24	15	lexical	Don't lay in wait, broken person, against the habitation of the righteous. Don't destroy their resting place:	Don't lay in wait, wicked person, against the habitation of the righteous. Don't destroy their resting place:
Proverbs 24:19	Proverbs	24	19	lexical	Don't fret yourself because of people who act from brokenness; neither be envious of the wicked:	Don't fret yourself because of people who do wrong; neither be envious of the wicked:
Proverbs 24:20	Proverbs	24	20	lexical	for there will be no reward to the brokenness man; and the lamp of the wicked shall be snuffed out.	for there will be no reward to the wicked person; and the lamp of the wicked shall be snuffed out.
Proverbs 26:24	Proverbs	26	24	lexical	A malicious man disguises himself with his lips, but he harbors brokenness in his heart.	A malicious man disguises himself with his lips, but he harbors deceit in his heart.
Proverbs 28:5	Proverbs	28	5	lexical	Brokenness men don't understand justice; but those who seek YHWH understand it fully.	People who do wrong don't understand justice; but those who seek YHWH understand it fully.
Proverbs 29:6	Proverbs	29	6	lexical	A brokenness a person is snared by their sin, but the righteous can sing and be glad.	A wicked person is snared by their sin, but the righteous can sing and be glad.
Proverbs 30:32	Proverbs	30	32	lexical	"""If you have done foolishly in lifting up yourself, or if you have thought brokenness, put your hand over your mouth."	"""If you have done foolishly in lifting up yourself, or if you have planned harm, put your hand over your mouth."
Isaiah 1:4	Isaiah	1	4	lexical	Ah sinful nation, a people loaded with iniquity, a seed of people who act from brokenness, children who deal corruptly! They have forsaken YHWH. They have despised the Holy One of Israel. They are estranged and backward.	Ah sinful nation, a people loaded with iniquity, offspring of people who do wrong, children who deal corruptly! They have forsaken YHWH. They have despised the Holy One of Israel. They are estranged and backward.
Isaiah 1:13	Isaiah	1	13	lexical	Bring no more vain offerings. Incense is an abomination to me; new moons, Sabbaths, and convocations: I can't bear with brokenness assemblies.	Bring no more vain offerings. Incense is an abomination to me; new moons, Sabbaths, and convocations: I can't bear wrongdoing together with solemn assembly.
Isaiah 5:20	Isaiah	5	20	lexical	Woe to those who call brokenness good, and good brokenness; who put darkness for light, and light for darkness; who put bitter for sweet, and sweet for bitter!	Woe to those who call evil good, and good evil; who put darkness for light, and light for darkness; who put bitter for sweet, and sweet for bitter!
Isaiah 7:5	Isaiah	7	5	lexical	Because Aram, Efrayim, and the son of Remaliah, have plotted brokenness against you, saying,	Because Aram, Efrayim, and the son of Remaliah, have plotted harm against you, saying,
Isaiah 7:15	Isaiah	7	15	lexical	He shall eat butter and honey when he knows to refuse the brokenness, and choose the good.	He shall eat butter and honey when he knows to refuse the evil, and choose the good.
Isaiah 7:16	Isaiah	7	16	lexical	For before the child knows to refuse the brokenness, and choose the good, the land whose two kings you abhor shall be forsaken.	For before the child knows to refuse the evil, and choose the good, the land whose two kings you abhor shall be forsaken.
Isaiah 9:17	Isaiah	9	17	lexical	Therefore YHWH will not rejoice over their young people, neither will he have compassion on their fatherless and widows; for everyone is profane and an one who acts from brokenness, and every mouth speaks folly. For all this his anger is not turned away, but his hand is stretched out still.	Therefore YHWH will not rejoice over their young people, neither will he have compassion on their fatherless and widows; for everyone is profane and one who does wrong, and every mouth speaks folly. For all this his anger is not turned away, but his hand is stretched out still.
Isaiah 13:11	Isaiah	13	11	lexical	I will punish the world for their brokenness, and the wicked for their iniquity. I will cause the arrogance of the proud to cease, and will humble the haughtiness of the terrible.	I will punish the world for their evil, and the wicked for their iniquity. I will cause the arrogance of the proud to cease, and will humble the haughtiness of the terrible.
Isaiah 14:20	Isaiah	14	20	lexical	You will not join them in burial, because you have destroyed your land. You have killed your people. The seed of people who act from brokenness will not be named forever.	You will not join them in burial, because you have destroyed your land. You have killed your people. The seed of people who do wrong will not be named forever.
Isaiah 29:20	Isaiah	29	20	lexical	For the ruthless is brought to nothing, and the scoffer ceases, and all those who are alert to do brokenness are cut off--	For the ruthless is brought to nothing, and the scoffer ceases, and all those who are alert to do wrong are cut off--
Isaiah 31:2	Isaiah	31	2	lexical	Yet he also is wise, and will bring disaster, and will not call back his words, but will arise against the house of the people who act from brokenness, and against the help of those who work iniquity.	Yet he also is wise, and will bring disaster, and will not call back his words, but will arise against the house of the people who do wrong, and against the help of those who work iniquity.
Isaiah 32:7	Isaiah	32	7	lexical	The ways of the scoundrel are brokenness. He devises wicked devices to destroy the humble with lying words, even when the needy speaks right.	The ways of the scoundrel are evil. He devises wicked devices to destroy the humble with lying words, even when the needy speaks right.
Isaiah 33:15	Isaiah	33	15	lexical	The one who walks righteously, and speaks blamelessly; The one who despises the gain of oppressions, who gestures with their hands, refusing to take a bribe, who stops their ears from hearing of blood, and shuts their eyes from looking at brokenness--	The one who walks righteously, and speaks blamelessly; The one who despises the gain of oppressions, who gestures with their hands, refusing to take a bribe, who stops their ears from hearing of blood, and shuts their eyes from looking at evil--
Isaiah 40:20	Isaiah	40	20	generic-pronoun	The one who is too impoverished for such an offering chooses a tree that will not rot. He seeks a skillful workman to set up an engraved image for him that will not be moved.	The one who is too impoverished for such an offering chooses a tree that will not rot. They seek a skillful workman to set up an engraved image for them that will not be moved.
Isaiah 41:23	Isaiah	41	23	lexical	Declare the things that are to come hereafter, that we may know that you are gods. Yes, do good, or do brokenness, that we may be dismayed, and see it together.	Declare the things that are to come hereafter, that we may know that you are gods. Yes, do good, or do wrong, that we may be dismayed, and see it together.
Isaiah 47:11	Isaiah	47	11	lexical	Therefore shall brokenness come on you; you shall not know the dawning of it: and mischief shall fall on you; you shall not be able to put it away: and desolation shall come on you suddenly, which you don't know.	Therefore shall evil come on you; you shall not know the dawning of it: and mischief shall fall on you; you shall not be able to put it away: and desolation shall come on you suddenly, which you don't know.
Isaiah 56:2	Isaiah	56	2	lexical	Blessed is the one who does this, and the child of humanity who holds it fast; who keeps the Sabbath from profaning it, and keeps his hand from doing any brokenness.	Blessed is the one who does this, and the child of humanity who holds it fast; who keeps the Sabbath from profaning it, and keeps his hand from doing any evil.
Isaiah 57:1	Isaiah	57	1	lexical	The righteous perishes, and no one lays it to heart; and merciful people are taken away, none considering that the righteous is taken away from the brokenness [to come].	The righteous perishes, and no one lays it to heart; and merciful people are taken away, none considering that the righteous is taken away from the evil [to come].
Isaiah 59:7	Isaiah	59	7	lexical	Their feet run to brokenness, and they make haste to shed innocent blood: their thoughts are thoughts of iniquity; desolation and destruction are in their paths.	Their feet run to evil, and they make haste to shed innocent blood: their thoughts are thoughts of iniquity; desolation and destruction are in their paths.
Jeremiah 1:14	Jeremiah	1	14	lexical	Then YHWH said to me, Out of the north brokenness shall break forth on all the inhabitants of the land.	Then YHWH said to me, Out of the north evil shall break forth on all the inhabitants of the land.
Jeremiah 2:3	Jeremiah	2	3	lexical	Israel [was] holiness to YHWH, the first fruits of his increase: all who devour him shall be held guilty; brokenness shall come on them, says YHWH.	Israel [was] holiness to YHWH, the first fruits of his increase: all who devour him shall be held guilty; trouble shall come on them, says YHWH.
Jeremiah 2:13	Jeremiah	2	13	lexical	For my people have committed two acts of brokenness: they have forsaken me, the spring of living waters, and hewed them out cisterns, broken cisterns, that can hold no water.	For my people have committed two acts of evil: they have forsaken me, the spring of living waters, and hewed them out cisterns, broken cisterns, that can hold no water.
Jeremiah 4:4	Jeremiah	4	4	lexical	Circumcise yourselves to YHWH, and take away the foreskins of your heart, you people of Yehudah and inhabitants of Yerushalayim; lest my wrath go forth like fire, and burn so that none can quench it, because of the brokenness of your doings.	Circumcise yourselves to YHWH, and take away the foreskins of your heart, you people of Yehudah and inhabitants of Yerushalayim; lest my wrath go forth like fire, and burn so that none can quench it, because of the wrongdoing in your doings.
Jeremiah 4:6	Jeremiah	4	6	lexical	Set up a standard toward Tzion: flee for safety, don't stay; for I will bring brokenness from the north, and a great destruction.	Set up a standard toward Tzion: flee for safety, don't stay; for I will bring evil from the north, and a great destruction.
Jeremiah 4:15	Jeremiah	4	15	lexical	For a voice declares from Dan, and publishes brokenness from the hills of Efrayim:	For a voice declares from Dan, and publishes evil from the hills of Efrayim:
Jeremiah 4:22	Jeremiah	4	22	lexical	For my people are foolish, they don't know me; they are foolish children, and they have no understanding; they are wise to do brokenness, but to do good they have no knowledge.	For my people are foolish, they don't know me; they are foolish children, and they have no understanding; they are wise to do wrong, but to do good they have no knowledge.
Jeremiah 5:12	Jeremiah	5	12	lexical	They have denied YHWH, and said, It is not YHWH; neither shall brokenness come on us; neither shall we see sword nor famine:	They have denied YHWH, and said, It is not YHWH; neither shall evil come on us; neither shall we see sword nor famine:
Jeremiah 6:1	Jeremiah	6	1	lexical	Flee for safety, you children of Binyamin, out of the midst of Yerushalayim, and blow the trumpet in Tekoa, and raise up a signal on Beth Haccherem; for brokenness looks forth from the north, and a great destruction.	Flee for safety, you children of Binyamin, out of the midst of Yerushalayim, and blow the trumpet in Tekoa, and raise up a signal on Beth Haccherem; for evil looks forth from the north, and a great destruction.
Jeremiah 7:30	Jeremiah	7	30	lexical	For the children of Yehudah have done that which is brokenness in my sight, says YHWH: they have set their abominations in the house which is called by my name, to defile it.	For the children of Yehudah have done what is wrong in my sight, says YHWH: they have set their abominations in the house which is called by my name, to defile it.
Jeremiah 8:3	Jeremiah	8	3	lexical	Death shall be chosen rather than life by all the residue that remain of this brokenness family, that remain in all the places where I have driven them, says YHWH of Armies.	Death shall be chosen rather than life by all the residue that remain of this evil family, that remain in all the places where I have driven them, says YHWH of Armies.
Jeremiah 9:3	Jeremiah	9	3	lexical	They bend their tongue, [as it were] their bow, for falsehood; and they are grown strong in the land, but not for truth: for they proceed from harm to brokenness, and they don't know me, says YHWH.	They bend their tongue, [as it were] their bow, for falsehood; and they are grown strong in the land, but not for truth: for they proceed from harm to evil, and they don't know me, says YHWH.
Jeremiah 10:5	Jeremiah	10	5	lexical	"They are like a palm tree, of turned work, and don't speak: they must be carried, because they can't go. Don't be afraid of them; for they can't do brokenness, neither is it in them to do good."""	"They are like a palm tree, of turned work, and don't speak: they must be carried, because they can't go. Don't be afraid of them; for they can't do wrong, neither is it in them to do good."""
Jeremiah 10:14	Jeremiah	10	14	generic-pronoun	Everyone is become brutish [and is] without knowledge; every goldsmith is disappointed by his engraved image; for his molten image is falsehood, and there is no breath in them.	Everyone is become brutish [and is] without knowledge; every goldsmith is disappointed by their engraved image; for their molten image is falsehood, and there is no breath in them.
Jeremiah 11:15	Jeremiah	11	15	lexical	What has my beloved to do in my house, seeing she has worked lewdness [with] many, and the holy flesh is passed from you? when you do brokenness, then you rejoice.	What has my beloved to do in my house, seeing she has worked lewdness [with] many, and the holy flesh is passed from you? when you do wrong, then you rejoice.
Jeremiah 11:17	Jeremiah	11	17	lexical	For YHWH of Armies, who planted you, has pronounced brokenness against you, because of the brokenness of the house of Israel and of the house of Yehudah, which they have worked for themselves in provoking me to anger by offering incense to Baal.	For YHWH of Armies, who planted you, has pronounced harm against you, because of the evil of the house of Israel and of the house of Yehudah, which they have worked for themselves in provoking me to anger by offering incense to Baal.
Jeremiah 12:14	Jeremiah	12	14	lexical	Thus says YHWH against all my brokenness neighbors, who touch the inheritance which I have caused my people Israel to inherit: behold, I will pluck them up from off their land, and will pluck up the house of Yehudah from among them.	Thus says YHWH against all my evil neighbors, who touch the inheritance which I have caused my people Israel to inherit: behold, I will pluck them up from off their land, and will pluck up the house of Yehudah from among them.
Jeremiah 13:10	Jeremiah	13	10	lexical	This brokenness people, who refuse to hear my words, who walk in the stubbornness of their heart, and are gone after other gods to serve them, and to worship them, shall even be as this belt, which is profitable for nothing.	This evil people, who refuse to hear my words, who walk in the stubbornness of their heart, and are gone after other gods to serve them, and to worship them, shall even be as this belt, which is profitable for nothing.
Jeremiah 13:23	Jeremiah	13	23	lexical	Can the Ethiopian change his skin, or the leopard his spots? then may you also do good, who are accustomed to do brokenness.	Can the Ethiopian change his skin, or the leopard his spots? then may you also do good, who are accustomed to do wrong.
Jeremiah 15:11	Jeremiah	15	11	lexical	YHWH said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of brokenness and in the time of affliction.	YHWH said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of evil and in the time of affliction.
Jeremiah 16:10	Jeremiah	16	10	lexical	It shall happen, when you shall show this people all these words, and they shall tell you, Why has YHWH pronounced all this great brokenness against us? or what is our iniquity? or what is our sin that we have committed against YHWH our God?	It shall happen, when you shall show this people all these words, and they shall tell you, Why has YHWH pronounced all this great harm against us? or what is our iniquity? or what is our sin that we have committed against YHWH our God?
Jeremiah 16:12	Jeremiah	16	12	lexical	and you have done brokenness more than your fathers; for, behold, you walk every one after the stubbornness of his broken heart, so that you don't listen to me:	and you have done wrong more than your fathers; for, behold, you walk every one after the stubbornness of his broken heart, so that you don't listen to me:
Jeremiah 17:17	Jeremiah	17	17	lexical	Don't be a terror to me: you are my refuge in the day of brokenness.	Don't be a terror to me: you are my refuge in the day of evil.
Jeremiah 17:18	Jeremiah	17	18	lexical	Let them be disappointed who persecute me, but let not me be disappointed; let them be dismayed, but don't let me be dismayed; bring on them the day of brokenness, and destroy them with double destruction.	Let them be disappointed who persecute me, but let not me be disappointed; let them be dismayed, but don't let me be dismayed; bring on them the day of evil, and destroy them with double destruction.
Jeremiah 18:8	Jeremiah	18	8	lexical	if that nation, concerning which I have spoken, turn from their brokenness, I will relent from the brokenness that I thought to do to them.	if that nation, concerning which I have spoken, turn from their evil, I will relent from the evil that I thought to do to them.
Jeremiah 18:10	Jeremiah	18	10	lexical	if they do that which is brokenness in my sight, that they not obey my voice, then I will relent from the good, with which I said I would benefit them.	if they do what is wrong in my sight, that they not obey my voice, then I will relent from the good, with which I said I would benefit them.
Jeremiah 18:11	Jeremiah	18	11	lexical	Now therefore, speak to the people of Yehudah, and to the inhabitants of Yerushalayim, saying, Thus says YHWH: Behold, I frame brokenness against you, and devise a device against you: return you now everyone from their broken way, and amend your ways and your doings.	Now therefore, speak to the people of Yehudah, and to the inhabitants of Yerushalayim, saying, Thus says YHWH: Behold, I frame harm against you, and devise a device against you: return you now everyone from their wrong way, and amend your ways and your doings.
Jeremiah 18:20	Jeremiah	18	20	lexical	Shall brokenness be recompensed for good? for they have dug a pit for my soul. Remember how I stood before you to speak good for them, to turn away your wrath from them.	Shall evil be recompensed for good? for they have dug a pit for my soul. Remember how I stood before you to speak good for them, to turn away your wrath from them.
Jeremiah 19:15	Jeremiah	19	15	lexical	Thus says YHWH of Armies, the God of Israel, Behold, I will bring on this city and on all its towns all the brokenness that I have pronounced against it; because they have made their neck stiff, that they may not hear my words.	Thus says YHWH of Armies, the God of Israel, Behold, I will bring on this city and on all its towns all the evil that I have pronounced against it; because they have made their neck stiff, that they may not hear my words.
Jeremiah 20:13	Jeremiah	20	13	lexical	Sing to YHWH, praise you YHWH; for he has delivered the soul of the needy from the hand of people who act from brokenness.	Sing to YHWH, praise you YHWH; for he has delivered the soul of the needy from the hand of people who do wrong.
Jeremiah 21:9	Jeremiah	21	9	generic-pronoun	The one who remains in this city shall die by the sword, and by the famine, and by the pestilence; but the one who goes out, and passes over to the Chaldeans who besiege you, they shall live, and their life shall be to him for a prey.	The one who remains in this city shall die by the sword, and by the famine, and by the pestilence; but the one who goes out, and passes over to the Chaldeans who besiege you, they shall live, and their life shall be to them for a prey.
Jeremiah 21:10	Jeremiah	21	10	lexical	For I have set my face on this city for brokenness, and not for good, says YHWH: it shall be given into the hand of the king of Bavel, and he shall burn it with fire.	For I have set my face on this city for evil, and not for good, says YHWH: it shall be given into the hand of the king of Bavel, and he shall burn it with fire.
Jeremiah 21:12	Jeremiah	21	12	lexical	House of Dawid, thus says YHWH, Execute justice in the morning, and deliver the one who is robbed out of the hand of the oppressor, lest my wrath go forth like fire, and burn so that none can quench it, because of the brokenness of your doings.	House of Dawid, thus says YHWH, Execute justice in the morning, and deliver the one who is robbed out of the hand of the oppressor, lest my wrath go forth like fire, and burn so that none can quench it, because of the wrongdoing in your doings.
Jeremiah 23:2	Jeremiah	23	2	lexical	Therefore thus says YHWH, the God of Israel, against the shepherds who feed my people: You have scattered my flock, and driven them away, and have not visited them; behold, I will visit on you the brokenness of your doings, says YHWH.	Therefore thus says YHWH, the God of Israel, against the shepherds who feed my people: You have scattered my flock, and driven them away, and have not visited them; behold, I will visit on you the wrongdoing in your doings, says YHWH.
Jeremiah 23:10	Jeremiah	23	10	lexical	For the land is full of adulterers; for because of swearing the land mourns; the pastures of the wilderness are dried up. Their course is brokenness, and their might is not right;	For the land is full of adulterers; for because of swearing the land mourns; the pastures of the wilderness are dried up. Their course is evil, and their might is not right;
Jeremiah 23:14	Jeremiah	23	14	lexical	In the prophets of Yerushalayim also I have seen a horrible thing: they commit adultery, and walk in lies; and they strengthen the hands of people who act from brokenness, so that none does return from his wickedness: they are all of them become to me as Sedom, and the inhabitants of it as Amora.	In the prophets of Yerushalayim also I have seen a horrible thing: they commit adultery, and walk in lies; and they strengthen the hands of people who do wrong, so that none does return from his wickedness: they are all of them become to me as Sedom, and the inhabitants of it as Amora.
Jeremiah 23:17	Jeremiah	23	17	lexical	They say continually to those who despise me, YHWH has said, You shall have peace; and to everyone who walks in the stubbornness of their own heart they say, No brokenness shall come on you.	They say continually to those who despise me, YHWH has said, You shall have peace; and to everyone who walks in the stubbornness of their own heart they say, No trouble shall come on you.
Jeremiah 23:22	Jeremiah	23	22	lexical	But if they had stood in my council, then had they caused my people to hear my words, and had turned them from their broken way, and from the brokenness of their doings.	But if they had stood in my council, then had they caused my people to hear my words, and had turned them from their wrong way, and from the wrongdoing in their doings.
Jeremiah 24:9	Jeremiah	24	9	lexical	I will even give them up to be tossed back and forth among all the kingdoms of the earth for brokenness; to be a reproach and a proverb, a taunt and a curse, in all places where I shall drive them.	I will even give them up to be tossed back and forth among all the kingdoms of the earth for evil; to be a reproach and a proverb, a taunt and a curse, in all places where I shall drive them.
Jeremiah 25:5	Jeremiah	25	5	lexical	saying, Return you now everyone from their broken way, and from the brokenness of your doings, and dwell in the land that YHWH has given to you and to your fathers, from of old and even forevermore;	saying, Return you now everyone from their wrong way, and from the wrongdoing in your doings, and dwell in the land that YHWH has given to you and to your fathers, from of old and even forevermore;
Jeremiah 25:29	Jeremiah	25	29	lexical	For, behold, I begin to work brokenness at the city which is called by my name; and should you be utterly unpunished? You shall not be unpunished; for I will call for a sword on all the inhabitants of the earth, says YHWH of Armies.	For, behold, I begin to do wrong at the city which is called by my name; and should you be utterly unpunished? You shall not be unpunished; for I will call for a sword on all the inhabitants of the earth, says YHWH of Armies.
Jeremiah 25:32	Jeremiah	25	32	lexical	Thus says YHWH of Armies, Behold, brokenness shall go forth from nation to nation, and a great storm shall be raised up from the uttermost parts of the earth.	Thus says YHWH of Armies, Behold, evil shall go forth from nation to nation, and a great storm shall be raised up from the uttermost parts of the earth.
Jeremiah 26:3	Jeremiah	26	3	lexical	It may be they will listen, and turn everyone from their broken way; that I may relent from the brokenness which I purpose to do to them because of the brokenness of their doings.	It may be they will listen, and turn everyone from their wrong way; that I may relent from the evil which I purpose to do to them because of the wrongdoing in their doings.
Jeremiah 26:13	Jeremiah	26	13	lexical	Now therefore amend your ways and your doings, and obey the voice of YHWH your God; and YHWH will relent from the brokenness that YHWH has pronounced against you.	Now therefore amend your ways and your doings, and obey the voice of YHWH your God; and YHWH will relent from the evil that YHWH has pronounced against you.
Jeremiah 26:19	Jeremiah	26	19	lexical	Did Chizkiyahu king of Yehudah and all Yehudah put him to death? Didn't he revere YHWH, and entreat the favor of YHWH, and YHWH relented from the harm which YHWH had pronounced against them? Thus should we commit great brokenness against our own souls.	Did Chizkiyahu king of Yehudah and all Yehudah put him to death? Didn't he revere YHWH, and entreat the favor of YHWH, and YHWH relented from the harm which YHWH had pronounced against them? Thus should we commit great harm against our own souls.
Jeremiah 28:8	Jeremiah	28	8	lexical	The prophets who have been before me and before you of old prophesied against many countries, and against great kingdoms, of war, and of brokenness, and of pestilence.	The prophets who have been before me and before you of old prophesied against many countries, and against great kingdoms, of war, and of evil, and of pestilence.
Jeremiah 29:11	Jeremiah	29	11	lexical	For I know the thoughts that I think toward you, says YHWH, thoughts of peace, and not of brokenness, to give you hope in your latter end.	For I know the thoughts that I think toward you, says YHWH, thoughts of peace, and not of evil, to give you hope in your latter end.
Jeremiah 32:23	Jeremiah	32	23	lexical	and they came in, and possessed it, but they didn't obey your voice, neither walked in your law; they have done nothing of all that you commanded them to do: therefore you have caused all this brokenness to come on them.	and they came in, and possessed it, but they didn't obey your voice, neither walked in your law; they have done nothing of all that you commanded them to do: therefore you have caused all this evil to come on them.
Jeremiah 32:32	Jeremiah	32	32	lexical	because of all the brokenness of the children of Israel and of the children of Yehudah, which they have done to provoke me to anger, they, their kings, their princes, their priests, and their prophets, and the people of Yehudah, and the inhabitants of Yerushalayim.	because of all the evil of the children of Israel and of the children of Yehudah, which they have done to provoke me to anger, they, their kings, their princes, their priests, and their prophets, and the people of Yehudah, and the inhabitants of Yerushalayim.
Jeremiah 32:42	Jeremiah	32	42	lexical	For thus says YHWH: Like as I have brought all this great brokenness on this people, so will I bring on them all the good that I have promised them.	For thus says YHWH: Like as I have brought all this great evil on this people, so will I bring on them all the good that I have promised them.
Jeremiah 35:17	Jeremiah	35	17	lexical	therefore thus says YHWH, the God of Armies, the God of Israel: Behold, I will bring on Yehudah and on all the inhabitants of Yerushalayim all the brokenness that I have pronounced against them; because I have spoken to them, but they have not heard; and I have called to them, but they have not answered.	therefore thus says YHWH, the God of Armies, the God of Israel: Behold, I will bring on Yehudah and on all the inhabitants of Yerushalayim all the evil that I have pronounced against them; because I have spoken to them, but they have not heard; and I have called to them, but they have not answered.
Jeremiah 36:3	Jeremiah	36	3	lexical	It may be that the house of Yehudah will hear all the brokenness which I purpose to do to them; that they may return everyone from their broken way; that I may forgive their iniquity and their sin.	It may be that the house of Yehudah will hear all the evil which I purpose to do to them; that they may return everyone from their wrong way; that I may forgive their iniquity and their sin.
Jeremiah 36:31	Jeremiah	36	31	lexical	I will punish him and his seed and his servants for their iniquity; and I will bring on them, and on the inhabitants of Yerushalayim, and on the people of Yehudah, all the brokenness that I have pronounced against them, but they didn't listen.	I will punish him and his seed and his servants for their iniquity; and I will bring on them, and on the inhabitants of Yerushalayim, and on the people of Yehudah, all the evil that I have pronounced against them, but they didn't listen.
Jeremiah 38:9	Jeremiah	38	9	lexical	My lord the king, these men have done brokenness in all that they have done to Yirmeyahu the prophet, whom they have cast into the dungeon; and he is likely to die in the place where he is, because of the famine; for there is no more bread in the city.	My lord the king, these men have done wrong in all that they have done to Yirmeyahu the prophet, whom they have cast into the dungeon; and he is likely to die in the place where he is, because of the famine; for there is no more bread in the city.
Jeremiah 39:16	Jeremiah	39	16	lexical	Go, and speak to Ebedmelech the Ethiopian, saying, Thus says YHWH of Armies, the God of Israel: Behold, I will bring my words on this city for brokenness, and not for good; and they shall be accomplished before you in that day.	Go, and speak to Ebedmelech the Ethiopian, saying, Thus says YHWH of Armies, the God of Israel: Behold, I will bring my words on this city for evil, and not for good; and they shall be accomplished before you in that day.
Jeremiah 40:2	Jeremiah	40	2	lexical	The captain of the guard took Yirmeyahu, and said to him, YHWH your God pronounced this brokenness on this place;	The captain of the guard took Yirmeyahu, and said to him, YHWH your God pronounced this evil on this place;
Jeremiah 41:11	Jeremiah	41	11	lexical	But when Johanan the son of Kareah, and all the captains of the forces who were with him, heard of all the brokenness that Yishmael the son of Nethaniah had done,	But when Johanan the son of Kareah, and all the captains of the forces who were with him, heard of all the evil that Yishmael the son of Nethaniah had done,
Jeremiah 42:6	Jeremiah	42	6	lexical	Whether it be good, or whether it be brokenness, we will obey the voice of YHWH our God, to whom we send you; that it may be well with us, when we obey the voice of YHWH our God.	Whether it be good, or whether it be evil, we will obey the voice of YHWH our God, to whom we send you; that it may be well with us, when we obey the voice of YHWH our God.
Jeremiah 42:17	Jeremiah	42	17	lexical	So shall it be with all the people who set their faces to go into Mitzrayim to sojourn there: they shall die by the sword, by the famine, and by the pestilence; and none of them shall remain or escape from the brokenness that I will bring on them.	So shall it be with all the people who set their faces to go into Mitzrayim to sojourn there: they shall die by the sword, by the famine, and by the pestilence; and none of them shall remain or escape from the calamity that I will bring on them.
Jeremiah 44:2	Jeremiah	44	2	lexical	Thus says YHWH of Armies, the God of Israel: You have seen all the brokenness that I have brought on Yerushalayim, and on all the cities of Yehudah; and behold, this day they are a desolation, and no one dwells therein,	Thus says YHWH of Armies, the God of Israel: You have seen all the evil that I have brought on Yerushalayim, and on all the cities of Yehudah; and behold, this day they are a desolation, and no one dwells therein,
Jeremiah 44:7	Jeremiah	44	7	lexical	Therefore now thus says YHWH, the God of Armies, the God of Israel: Why commit you [this] great brokenness against your own souls, to cut off from you man and woman, infant and suckling, out of the midst of Yehudah, to leave you none remaining;	Therefore now thus says YHWH, the God of Armies, the God of Israel: Why commit you [this] great harm against your own souls, to cut off from you man and woman, infant and suckling, out of the midst of Yehudah, to leave you none remaining;
Jeremiah 44:11	Jeremiah	44	11	lexical	Therefore thus says YHWH of Armies, the God of Israel: Behold, I will set my face against you for brokenness, even to cut off all Yehudah.	Therefore thus says YHWH of Armies, the God of Israel: Behold, I will set my face against you for evil, even to cut off all Yehudah.
Jeremiah 44:17	Jeremiah	44	17	lexical	But we will certainly perform every word that is gone forth out of our mouth, to burn incense to the queen of the sky, and to pour out drink offerings to her, as we have done, we and our fathers, our kings and our princes, in the cities of Yehudah, and in the streets of Yerushalayim; for then had we plenty of food, and were well, and saw no brokenness.	But we will certainly perform every word that is gone forth out of our mouth, to burn incense to the queen of the sky, and to pour out drink offerings to her, as we have done, we and our fathers, our kings and our princes, in the cities of Yehudah, and in the streets of Yerushalayim; for then had we plenty of food, and were well, and saw no evil.
