reference	text
Psalms 28:6	Blessed be YHWH, because YHWH has heard the voice of my petitions.
Psalms 28:7	YHWH is my strength and my shield. My heart has trusted in YHWH, and I am helped. Therefore my heart greatly rejoices. With my song I will thank YHWH.
Psalms 28:8	YHWH is their strength. YHWH is a stronghold of salvation to YHWH’s anointed.
Psalms 28:9	Save your people, and bless your inheritance. Be their shepherd also, and bear them up forever.
Psalms 29:1	Ascribe to YHWH, you sons of the mighty, ascribe to YHWH glory and strength.
Psalms 29:2	Ascribe to YHWH the glory due to YHWH’s name. Worship YHWH in holy array.
Psalms 29:3	YHWH's voice is on the waters. The God of glory thunders, even YHWH on many waters.
Psalms 29:4	YHWH's voice is powerful. YHWH's voice is full of majesty.
Psalms 29:5	The voice of YHWH breaks the cedars. Yes, YHWH breaks in pieces the cedars of Levanon.
Psalms 29:6	YHWH makes them also to skip like a calf; Levanon and Sirion like a young, wild ox.
Psalms 29:7	YHWH's voice strikes with flashes of lightning.
Psalms 29:8	YHWH's voice shakes the wilderness. YHWH shakes the wilderness of Kadesh.
Psalms 29:9	"YHWH's voice makes the deer calve, and strips the forests bare. In YHWH’s temple everything says, ""Glory!"""
Psalms 29:10	YHWH sat enthroned at the Flood. Yes, YHWH sits as King forever.
Psalms 29:11	YHWH will give strength to YHWH’s people. YHWH will bless YHWH’s people with peace.
Psalms 30:1	I will extol you, YHWH, for you have raised me up, and have not made my foes to rejoice over me.
Psalms 30:2	YHWH my God, I cried to you, and you have healed me.
Psalms 30:3	YHWH, you have brought up my soul from Sheol. You have kept me alive, that I should not go down to the pit.
Psalms 30:4	Sing praise to YHWH, you saints of YHWH. Give thanks to YHWH's holy name.
Psalms 30:5	For YHWH's anger is but for a moment. YHWH's favor is for a lifetime. Weeping may stay for the night, but joy comes in the morning.
Psalms 30:6	"As for me, I said in my prosperity, ""I shall never be moved."""
Psalms 30:7	You, YHWH, when you favored me, made my mountain stand strong; but when you hid your face, I was troubled.
Psalms 30:8	I cried to you, YHWH. To YHWH I made supplication:
Psalms 30:9	"""What profit is there in my destruction, if I go down to the pit? Shall the dust praise you? Shall it declare your truth?"
Psalms 30:10	"Hear, YHWH, and have mercy on me. YHWH, be my helper."""
Psalms 30:11	You have turned my mourning into dancing for me. You have removed my sackcloth, and clothed me with gladness,
Psalms 30:12	To the end that my heart may sing praise to you, and not be silent. YHWH my God, I will give thanks to you forever!
Psalms 31:1	In you, YHWH, I take refuge. Let me never be disappointed. Deliver me in your righteousness.
Psalms 31:2	Bow down your ear to me. Deliver me speedily. Be to me a strong rock, a house of defense to save me.
Psalms 31:3	For you are my rock and my fortress, therefore for your name's sake lead me and guide me.
Psalms 31:4	Pluck me out of the net that they have laid secretly for me, for you are my stronghold.
Psalms 31:5	Into your hand I commend my spirit. You redeem me, YHWH, God of truth.
Psalms 31:6	I hate those who regard lying vanities, but I trust in YHWH.
Psalms 31:7	I will be glad and rejoice in your loving kindness, for you have seen my affliction. You have known my soul in adversities.
Psalms 31:8	You have not shut me up into the hand of the enemy. You have set my feet in a large place.
Psalms 31:9	Have mercy on me, YHWH, for I am in distress. My eye, my soul, and my body waste away with grief.
Psalms 31:10	For my life is spent with sorrow, my years with sighing. My strength fails because of my iniquity. My bones are wasted away.
Psalms 31:11	Because of all my adversaries I have become utterly contemptible to my neighbors, A fear to my acquaintances. Those who saw me on the street fled from me.
Psalms 31:12	I am forgotten from their hearts like a dead man. I am like broken pottery.
Psalms 31:13	For I have heard the slander of many, terror on every side, while they conspire together against me, they plot to take away my life.
Psalms 31:14	"But I trust in you, YHWH. I said, ""You are my God."""
Psalms 31:15	My times are in your hand. Deliver me from the hand of my enemies, and from those who persecute me.
Psalms 31:16	Make your face to shine on your servant. Save me in your loving kindness.
Psalms 31:17	Let me not be disappointed, YHWH, for I have called on you. Let the wicked be disappointed. Let them be silent in Sheol.
Psalms 31:18	Let the lying lips be mute, which speak against the righteous insolently, with pride and contempt.
Psalms 31:19	Oh how great is your goodness, which you have laid up for those who revere you, which you have worked for those who take refuge in you, before the human beings!
Psalms 31:20	In the shelter of your presence you will hide them from the plotting of man. You will keep them secretly in a dwelling away from the strife of tongues.
Psalms 31:21	Praise be to YHWH, for YHWH has shown me YHWH's marvelous loving kindness in a strong city.
Psalms 31:22	"As for me, I said in my haste, ""I am cut off from before your eyes."" Nevertheless you heard the voice of my petitions when I cried to you."
Psalms 31:23	Oh love YHWH, all you saints of YHWH! YHWH preserves the faithful, and fully recompenses the one who behaves arrogantly.
Psalms 31:24	Be strong, and let your heart take courage, all you who hope in YHWH.
Psalms 32:1	Blessed is the one whose disobedience is forgiven, whose sin is covered.
Psalms 32:2	Blessed is the person to whom YHWH doesn't impute iniquity, in whose spirit there is no deceit.
Psalms 32:3	When I kept silence, my bones wasted away through my groaning all day long.
Psalms 32:4	For day and night your hand was heavy on me. My strength was sapped in the heat of summer. Selah.
Psalms 32:5	I acknowledged my sin to you. I didn't hide my iniquity. I said, I will confess my transgressions to YHWH, and you forgave the iniquity of my sin. Selah.
Psalms 32:6	For this, let everyone who is godly pray to you in a time when you may be found. Surely when the great waters overflow, they shall not reach to them.
Psalms 32:7	You are my hiding place. You will preserve me from trouble. You will surround me with songs of deliverance. Selah.
Psalms 32:8	I will instruct you and teach you in the way which you shall go. I will counsel you with my eye on you.
Psalms 32:9	Don't be like the horse, or like the mule, which have no understanding, who are controlled by bit and bridle, or else they will not come near to you.
Psalms 32:10	Many sorrows come to the wicked, but loving kindness shall surround the one who trusts in YHWH.
Psalms 32:11	Be glad in YHWH, and rejoice, you righteous! Shout for joy, all you who are upright in heart!
Psalms 33:1	Rejoice in YHWH, you righteous! Praise is fitting for the upright.
Psalms 33:2	Give thanks to YHWH with the lyre. Sing praises to YHWH with the harp of ten strings.
Psalms 33:3	Sing to YHWH a new song. Play skillfully with a shout of joy!
Psalms 33:4	For the word of YHWH is right. All YHWH’s work is done in faithfulness.
Psalms 33:5	YHWH loves righteousness and justice. The earth is full of the loving kindness of YHWH.
Psalms 33:6	By YHWH's word, the heavens were made; all their army by the breath of YHWH’s mouth.
Psalms 33:7	YHWH gathers the waters of the sea together as a heap. YHWH lays up the deeps in storehouses.
Psalms 33:8	Let all the earth revere YHWH. Let all the inhabitants of the world stand in awe of YHWH.
Psalms 33:9	For YHWH spoke, and it was done. YHWH commanded, and it stood firm.
Psalms 33:10	YHWH brings the counsel of the nations to nothing. YHWH makes the thoughts of the peoples to be of no effect.
Psalms 33:11	The counsel of YHWH stands fast forever, the thoughts of YHWH's heart to all generations.
Psalms 33:12	Blessed is the nation whose Elohim is YHWH, the people whom YHWH has chosen for YHWH’s own inheritance.
Psalms 33:13	YHWH looks from heavens. YHWH sees all the human beings.
Psalms 33:14	From the place of YHWH’s habitation YHWH looks out on all the inhabitants of the earth,
Psalms 33:15	the one who fashions all of their hearts; and YHWH considers all of their works.
Psalms 33:16	There is no king saved by the multitude of an army. A mighty person is not delivered by great strength.
Psalms 33:17	A horse is a vain thing for safety, neither does he deliver any by his great power.
Psalms 33:18	Behold, YHWH's eye is on those who revere YHWH, on those who hope in YHWH’s loving kindness;
Psalms 33:19	to deliver their soul from death, to keep them alive in famine.
Psalms 33:20	Our soul has waited for YHWH. YHWH is our help and our shield.
Psalms 33:21	For our heart rejoices in YHWH, because we have trusted in YHWH’s holy name.
Psalms 33:22	Let your loving kindness be on us, YHWH, since we have hoped in you.
Psalms 34:1	I will bless YHWH at all times. YHWH’s praise will always be in my mouth.
Psalms 34:2	My soul shall boast in YHWH. The humble shall hear of it, and be glad.
Psalms 34:3	Oh magnify YHWH with me. Let us exalt YHWH’s name together.
Psalms 34:4	I sought YHWH, and YHWH answered me, and delivered me from all my fears.
Psalms 34:5	They looked to YHWH, and were radiant. Their faces shall never be covered with shame.
Psalms 34:6	This poor man cried, and YHWH heard him, and saved him out of all his troubles.
Psalms 34:7	The angel of YHWH encamps round about those who revere YHWH, and delivers them.
Psalms 34:8	Oh taste and see that YHWH is good. Blessed is the one who takes refuge in YHWH.
Psalms 34:9	Oh revere YHWH, you YHWH’s saints, for there is no lack with those who revere YHWH.
Psalms 34:10	The young lions do lack, and suffer hunger, but those who seek YHWH shall not lack any good thing.
Psalms 34:11	Come, you children, listen to me. I will teach you reverence for YHWH.
Psalms 34:12	Who is someone who desires life, and loves many days, that they may see good?
Psalms 34:13	Keep your tongue from harm, and your lips from speaking lies.
Psalms 34:14	Depart from harm, and do good. seek peace, and pursue it.
Psalms 34:15	YHWH's eyes are toward the righteous. YHWH’s ears listen to their cry.
Psalms 34:16	YHWH's face is against those who do brokenness, to cut off the memory of them from the earth.
Psalms 34:17	The righteous cry, and YHWH hears, and delivers them out of all their troubles.
Psalms 34:18	YHWH is near to those who have a broken heart, and saves those who have a crushed spirit.
Psalms 34:19	Many are the afflictions of the righteous, but YHWH delivers them out of them all.
Psalms 34:20	YHWH protects all of their bones. Not one of them is broken.
Psalms 34:21	Brokenness shall kill the wicked. Those who hate the righteous shall be condemned.
Psalms 34:22	YHWH redeems the soul of YHWH’s servants. None of those who take refuge in YHWH shall be condemned.
Psalms 35:1	Contend, YHWH, with those who contend with me. Fight against those who fight against me.
Psalms 35:2	Take hold of shield and buckler, and stand up for my help.
Psalms 35:3	"Brandish the spear and block those who pursue me. Tell my soul, ""I am your salvation."""
Psalms 35:4	Let those who seek after my soul be disappointed and brought to dishonor. Let those who plot my ruin be turned back and confounded.
Psalms 35:5	Let them be as chaff before the wind, YHWH's angel driving them on.
Psalms 35:6	Let their way be dark and slippery, YHWH's angel pursuing them.
Psalms 35:7	For without cause they have hidden their net in a pit for me. Without cause they have dug a pit for my soul.
Psalms 35:8	Let destruction come on him unawares. Let his net that he has hidden catch himself. Let him fall into that destruction.
Psalms 35:9	My soul shall be joyful in YHWH. It shall rejoice in YHWH’s salvation.
Psalms 35:10	"All my bones shall say, ""YHWH, who is like you, who delivers the poor from the one who is too strong for them; yes, the poor and the needy from the one who robs them?"""
Psalms 35:11	Unrighteous witnesses rise up. They ask me about things that I don't know about.
Psalms 35:12	They reward me brokenness for good, to the bereaving of my soul.
Psalms 35:13	But as for me, when they were sick, my clothing was sackcloth. I afflicted my soul with fasting. My prayer returned into my own bosom.
Psalms 35:14	I behaved myself as though it had been my friend or my brother. I bowed down mourning, as one who mourns their mother.
Psalms 35:15	But in my adversity, they rejoiced, and gathered themselves together. The attackers gathered themselves together against me, and I didn't know it. They tore at me, and didn't cease.
Psalms 35:16	Like the profane mockers in feasts, they gnashed their teeth at me.
Psalms 35:17	YHWH, how long will you look on? Rescue my soul from their destruction, my precious life from the lions.
Psalms 35:18	I will give you thanks in the great assembly. I will praise you among many people.
Psalms 35:19	Don't let those who are my enemies wrongfully rejoice over me; neither let those who hate me without a cause wink their eyes.
Psalms 35:20	For they don't speak peace, but they devise deceitful words against those who are quiet in the land.
Psalms 35:21	"Yes, they opened their mouth wide against me. They said, ""Aha! Aha! Our eye has seen it!"""
Psalms 35:22	You have seen it, YHWH. Don't keep silent. YHWH, don't be far from me.
Psalms 35:23	Wake up! Rise up to defend me, my God! My YHWH, contend for me!
Psalms 35:24	Vindicate me, YHWH my God, according to your righteousness. Don't let them gloat over me.
Psalms 35:25	"Don't let them say in their heart, ""Aha! That's the way we want it!"" Don't let them say, ""We have swallowed him up!"""
Psalms 35:26	Let them be disappointed and confounded together who rejoice at my calamity. Let them be clothed with shame and dishonor who magnify themselves against me.
Psalms 35:27	"Let them shout for joy and be glad, who favor my righteous cause. Yes, let them say continually, ""YHWH be magnified, who has pleasure in the prosperity of YHWH’s servant!"""
Psalms 35:28	My tongue shall talk about your righteousness and about your praise all day long.
Psalms 36:1	"An oracle is within my heart about the disobedience of the wicked: ""There is no reverence for God before their eyes."""
Psalms 36:2	For they flatter themselves in their own eyes, too much to detect and hate their sin.
Psalms 36:3	The words of their mouth are iniquity and deceit. They have ceased to be wise and to do good.
Psalms 36:4	They plot iniquity on their bed. They set themselves in a way that is not good. They don't abhor brokenness.
Psalms 36:5	Your loving kindness, YHWH, is in the heavens. Your faithfulness reaches to the skies.
Psalms 36:6	Your righteousness is like the mountains of Elohim. Your judgments are like a great deep. YHWH, you preserve man and animal.
Psalms 36:7	How precious is your loving kindness, Elohim! The children of people take refuge under the shadow of your wings.
Psalms 36:8	They shall be abundantly satisfied with the abundance of your house. You will make them drink of the river of your pleasures.
Psalms 36:9	For with you is the spring of life. In your light shall we see light.
Psalms 36:10	Oh continue your loving kindness to those who know you, your righteousness to the upright in heart.
Psalms 36:11	Don't let the foot of pride come against me. Don't let the hand of the wicked drive me away.
Psalms 36:12	There the workers of iniquity are fallen. They are thrust down, and shall not be able to rise.
Psalms 37:1	Don't fret because of people who act from brokenness, neither be envious against those who work unrighteousness.
Psalms 37:2	For they shall soon be cut down like the grass, and wither like the green herb.
Psalms 37:3	Trust in YHWH, and do good. Dwell in the land, and enjoy safe pasture.
Psalms 37:4	Also delight yourself in YHWH, and YHWH will give you the desires of your heart.
Psalms 37:5	Commit your way to YHWH. Trust also in YHWH, and YHWH will do this:
Psalms 37:6	YHWH will make your righteousness go forth as the light, and your justice as the noon day sun.
Psalms 37:7	Rest in YHWH, and wait patiently for YHWH. Don't fret because of the one who prospers in their way, because of the one who makes wicked plots happen.
Psalms 37:8	Cease from anger, and forsake wrath. Don't fret, it leads only to acting from brokenness.
Psalms 37:9	For people who act from brokenness shall be cut off, but those who wait for YHWH shall inherit the land.
Psalms 37:10	For yet a little while, and the wicked will be no more. Yes, though you look for their place, they aren't there.
Psalms 37:11	But the humble shall inherit the land, and shall delight themselves in the abundance of peace.
Psalms 37:12	The wicked person plots against the just, and gnashes at them with their teeth.
Psalms 37:13	YHWH will laugh at him, for YHWH sees that his day is coming.
Psalms 37:14	The wicked have drawn out the sword, and have bent their bow, to cast down the poor and needy, to kill those who are upright in the way.
Psalms 37:15	Their sword shall enter into their own heart. Their bows shall be broken.
Psalms 37:16	Better is a little that the righteous has, than the abundance of many wicked.
Psalms 37:17	For the arms of the wicked shall be broken, but YHWH upholds the righteous.
Psalms 37:18	YHWH knows the days of the perfect. Their inheritance shall be forever.
Psalms 37:19	They shall not be disappointed in the time of brokenness. In the days of famine they shall be satisfied.
Psalms 37:20	But the wicked shall perish. The enemies of YHWH shall be like the beauty of the fields. They will vanish-- vanish like smoke.
Psalms 37:21	The wicked borrow, and don't pay back, but the righteous give generously.
Psalms 37:22	For such as are blessed by YHWH shall inherit the land. Those who are cursed by YHWH shall be cut off.
Psalms 37:23	A person's goings are established by YHWH. YHWH delights in their way.
Psalms 37:24	Though they stumble, they shall not fall, for YHWH holds them up with YHWH's hand.
Psalms 37:25	I have been young, and now am old, yet I have not seen the righteous forsaken, nor their children begging for bread.
Psalms 37:26	All day long they deal graciously, and lend. Their seed is blessed.
Psalms 37:27	Depart from harm, and do good. Live securely forever.
Psalms 37:28	For YHWH loves justice, and doesn't forsake YHWH's saints. They are preserved forever, but the children of the wicked shall be cut off.
Psalms 37:29	The righteous shall inherit the land, and live in it forever.
Psalms 37:30	The mouth of the righteous talks of wisdom. Their tongue speaks justice.
Psalms 37:31	The law of their God is in their heart. None of their steps shall slide.
Psalms 37:32	The wicked person watches the righteous, and seeks to kill them.
Psalms 37:33	YHWH will not leave them in their hand, nor condemn them when they are judged.
Psalms 37:34	Wait for YHWH, and keep YHWH’s way, and YHWH will exalt you to inherit the land. When the wicked are cut off, you shall see it.
Psalms 37:35	I have seen the wicked person in great power, spreading themselves like a green tree in its native soil.
Psalms 37:36	But they passed away, and behold, they were not. Yes, I sought them, but they could not be found.
Psalms 37:37	Mark the perfect man, and see the upright, for there is a future for the person of peace.
Psalms 37:38	As for transgressors, they shall be destroyed together. The future of the wicked shall be cut off.
Psalms 37:39	But the salvation of the righteous is from YHWH. YHWH is their stronghold in the time of trouble.
Psalms 37:40	YHWH helps them, and rescues them. YHWH rescues them from the wicked, and saves them, Because they have taken refuge in YHWH.
Psalms 38:1	YHWH, don't rebuke me in your wrath, neither chasten me in your hot displeasure.
Psalms 38:2	For your arrows have pierced me, your hand presses hard on me.
Psalms 38:3	There is no soundness in my flesh because of your indignation, neither is there any health in my bones because of my sin.
Psalms 38:4	For my iniquities have gone over my head. As a heavy burden, they are too heavy for me.
Psalms 38:5	My wounds are loathsome and corrupt, because of my foolishness.
Psalms 38:6	I am pained and bowed down greatly. I go mourning all day long.
Psalms 38:7	For my waist is filled with burning. There is no soundness in my flesh.
Psalms 38:8	I am faint and severely bruised. I have groaned by reason of the anguish of my heart.
Psalms 38:9	YHWH, all my desire is before you. My groaning is not hidden from you.
Psalms 38:10	My heart throbs. My strength fails me. As for the light of my eyes, it has also left me.
Psalms 38:11	My lovers and my friends stand aloof from my plague. My kinsmen stand far away.
Psalms 38:12	They also who seek after my life lay snares. Those who seek my hurt speak mischievous things, and meditate deceits all day long.
Psalms 38:13	But I, as a deaf man, don't hear. I am as a mute man who doesn't open his mouth.
Psalms 38:14	Yes, I am as a person who doesn't hear, in whose mouth are no reproofs.
Psalms 38:15	For in you, YHWH, do I hope. You will answer, YHWH my God.
Psalms 38:16	"For I said, ""Don't let them gloat over me, or exalt themselves over me when my foot slips."""
Psalms 38:17	For I am ready to fall. My pain is continually before me.
Psalms 38:18	For I will declare my iniquity. I will be sorry for my sin.
Psalms 38:19	But my enemies are vigorous and many. Those who hate me without reason are numerous.
Psalms 38:20	They who also render brokenness for good are adversaries to me, because I follow what is good.
Psalms 38:21	Don't forsake me, YHWH. my God, don't be far from me.
Psalms 38:22	Hurry to help me, YHWH, my salvation.
Psalms 39:1	"I said, ""I will watch my ways, so that I don't sin with my tongue. I will keep my mouth with a bridle while the wicked is before me."""
Psalms 39:2	I was mute with silence. I held my peace, even from good. My sorrow was stirred.
Psalms 39:3	My heart was hot within me. While I meditated, the fire burned: I spoke with my tongue:
Psalms 39:4	"""YHWH, show me my end, what is the measure of my days. Let me know how frail I am."
Psalms 39:5	"Behold, you have made my days handbreadths. My lifetime is as nothing before you. Surely everyone stands as a breath."" Selah."
Psalms 39:6	"""Surely everyone walks like a shadow. Surely they busy themselves in vain. They heap up, and don't know who shall gather."
Psalms 39:7	Now, YHWH, what do I wait for? My hope is in you.
Psalms 39:8	Deliver me from all my transgressions. Don't make me the reproach of the foolish.
Psalms 39:9	I was mute. I didn't open my mouth, because you did it.
Psalms 39:10	Remove your scourge away from me. I am overcome by the blow of your hand.
Psalms 39:11	"When you rebuke and correct a person for iniquity, You consume their wealth like a moth. Surely everyone is but a breath."" Selah."
Psalms 39:12	"""Hear my prayer, YHWH, and give ear to my cry. Don't be silent at my tears. For I am a stranger with you, a foreigner, as all my fathers were."
Psalms 39:13	"Oh spare me, that I may recover strength, before I go away, and exist no more."""
Psalms 40:1	I waited patiently for YHWH. YHWH turned to me, and heard my cry.
Psalms 40:2	YHWH brought me up also out of a horrible pit, out of the miry clay. YHWH set my feet on a rock, and gave me a firm place to stand.
Psalms 40:3	YHWH has put a new song in my mouth, even praise to our God. Many shall see it, and fear, and shall trust in YHWH.
Psalms 40:4	Blessed is the one who makes YHWH their trust, and doesn't respect the proud, nor such as turn aside to lies.
Psalms 40:5	Many, YHWH, my God, are the wonderful works which you have done, and your thoughts which are toward us. They can't be declared back to you. If I would declare and speak of them, they are more than can be numbered.
Psalms 40:6	Sacrifice and offering you didn't desire. You have opened my ears. You have not required burnt offering and sin offering.
Psalms 40:7	"Then I said, ""Behold, I have come. It is written about me in the book in the scroll."
Psalms 40:8	"I delight to do your will, my God. Yes, your law is within my heart."""
Psalms 40:9	I have proclaimed glad news of righteousness in the great assembly. Behold, I will not seal my lips, YHWH, you know.
Psalms 40:10	I have not hidden your righteousness within my heart. I have declared your faithfulness and your salvation. I have not concealed your loving kindness and your truth from the great assembly.
Psalms 40:11	Don't withhold your tender mercies from me, YHWH. Let your loving kindness and your truth continually preserve me.
Psalms 40:12	For innumerable troubles have surrounded me. My iniquities have overtaken me, so that I am not able to look up. They are more than the hairs of my head. My heart has failed me.
Psalms 40:13	Be pleased, YHWH, to deliver me. Hurry to help me, YHWH.
Psalms 40:14	Let them be disappointed and confounded together who seek after my soul to destroy it. Let them be turned backward and brought to dishonor who delight in my hurt.
Psalms 40:15	"Let them be desolate by reason of their shame that tell me, ""Aha! Aha!"""
Psalms 40:16	"Let all those who seek you rejoice and be glad in you. Let such as love your salvation say continually, ""Let YHWH be exalted!"""
Psalms 40:17	But I am poor and needy. May YHWH think about me. You are my help and my deliverer. Don't delay, my God.
Psalms 41:1	Blessed is the one who considers the poor. YHWH will deliver them in the day of brokenness.
Psalms 41:2	YHWH will preserve them, and keep them alive. They shall be blessed on the earth, and YHWH will not surrender them to the will of their enemies.
Psalms 41:3	YHWH will sustain them on their sickbed, and restore them from their bed of illness.
Psalms 41:4	"I said, ""YHWH, have mercy on me! Heal me, for I have sinned against you."""
Psalms 41:5	"My enemies speak harmfully against me: ""When will he die, and his name perish?"""
Psalms 41:6	If he comes to see me, he speaks falsehood. His heart gathers iniquity to itself. When he goes abroad, he tells it.
Psalms 41:7	All who hate me whisper together against me. They imagine the worst for me.
Psalms 41:8	"""A grievous disease,"" they say, ""has afflicted him. Now that he lies he shall rise up no more."""
Psalms 41:9	Yes, my own familiar friend, in whom I trusted, who ate bread with me, has lifted up his heel against me.
Psalms 41:10	But you, YHWH, have mercy on me, and raise me up, that I may repay them.
Psalms 41:11	By this I know that you delight in me, because my enemy doesn't triumph over me.
Psalms 41:12	As for me, you uphold me in my integrity, and set me in your presence forever.
Psalms 41:13	Blessed be YHWH, the God of Israel, from everlasting and to everlasting! Amen and amen.
Psalms 42:1	As the deer pants for the water brooks, so my soul pants after you, Elohim.
Psalms 42:2	My soul thirsts for Elohim, for the living Elohim. When shall I come and appear before Elohim?
Psalms 42:3	"My tears have been my food day and night, while they continually ask me, ""Where is your God?"""
Psalms 42:4	These things I remember, and pour out my soul within me, how I used to go with the crowd, and led them to the house of Elohim, with the voice of joy and praise, a multitude keeping a holy day.
Psalms 42:5	Why are you in despair, my soul? Why are you disturbed within me? Hope in Elohim! For I shall still praise Elohim for the saving help of Elohim's presence.
Psalms 42:6	my God, my soul is in despair within me. Therefore I remember you from the land of the Yarden, the heights of Hermon, from the hill Mizar.
Psalms 42:7	Deep calls to deep at the noise of your waterfalls. All your waves and your billows have swept over me.
Psalms 42:8	YHWH will command YHWH’s loving kindness in the daytime. In the night YHWH’s song shall be with me: a prayer to the God of my life.
Psalms 42:9	"I will ask Elohim, my rock, ""Why have you forgotten me? Why do I go mourning because of the oppression of the enemy?"""
Psalms 42:10	"As with a sword in my bones, my adversaries reproach me, while they continually ask me, ""Where is your God?"""
Psalms 42:11	Why are you in despair, my soul? Why are you disturbed within me? Hope in Elohim! For I shall still praise Elohim, the saving help of my countenance, and my God.
Psalms 43:1	Vindicate me, Elohim, and plead my cause against an ungodly nation. Oh, deliver me from deceitful and wicked men.
Psalms 43:2	For you are the God of my strength. Why have you rejected me? Why do I go mourning because of the oppression of the enemy?
Psalms 43:3	Oh, send out your light and your truth. Let them lead me. Let them bring me to your holy hill, To your tents.
Psalms 43:4	Then I will go to the altar of Elohim, to Elohim, my exceeding joy. I will praise you on the harp, Elohim, my God.
Psalms 43:5	Why are you in despair, my soul? Why are you disturbed within me? Hope in Elohim! For I shall still praise Elohim: my Savior, my helper, and my God.
Psalms 44:1	We have heard with our ears, Elohim; our fathers have told us, what work you did in their days, in the days of old.
Psalms 44:2	You drove out the nations with your hand, but you planted them. You afflicted the peoples, but you spread them abroad.
Psalms 44:3	For they didn't get the land in possession by their own sword, neither did their own arm save them; but your right hand, and your arm, and the light of your face, because you were favorable to them.
Psalms 44:4	You are my King, Elohim. Command victories for Ya'akov!
Psalms 44:5	Through you, will we push down our adversaries. Through your name, will we tread them under who rise up against us.
Psalms 44:6	For I will not trust in my bow, neither shall my sword save me.
Psalms 44:7	But you have saved us from our adversaries, and have shamed those who hate us.
Psalms 44:8	In Elohim we have made our boast all day long, we will give thanks to your name forever. Selah.
Psalms 44:9	But now you rejected us, and brought us to dishonor, and don't go out with our armies.
Psalms 44:10	You make us turn back from the adversary. Those who hate us take spoil for themselves.
Psalms 44:11	You have made us like sheep for food, and have scattered us among the nations.
Psalms 44:12	You sell your people for nothing, and have gained nothing from their sale.
Psalms 44:13	You make us a reproach to our neighbors, a scoffing and a derision to those who are around us.
Psalms 44:14	You make us a byword among the nations, a shaking of the head among the peoples.
Psalms 44:15	All day long my dishonor is before me, and shame covers my face,
Psalms 44:16	At the taunt of one who reproaches and verbally abuses, because of the enemy and the avenger.
Psalms 44:17	All this has come on us, yet have we not forgotten you, Neither have we been false to your covenant.
Psalms 44:18	Our heart has not turned back, neither have our steps strayed from your path,
Psalms 44:19	Though you have crushed us in the haunt of jackals, and covered us with the shadow of death.
Psalms 44:20	If we have forgotten the name of our God, or spread forth our hands to a strange god;
Psalms 44:21	won't Elohim search this out? For Elohim knows the secrets of the heart.
Psalms 44:22	Yes, for your sake we are killed all day long. We are regarded as sheep for the slaughter.
Psalms 44:23	Wake up! Why do you sleep, YHWH? Arise! Don't reject us forever.
Psalms 44:24	Why do you hide your face, and forget our affliction and our oppression?
Psalms 44:25	For our soul is bowed down to the dust. Our body cleaves to the earth.
Psalms 44:26	Rise up to help us. Redeem us for your loving kindness' sake.
Psalms 45:1	My heart overflows with a noble theme. I recite my verses for the king. My tongue is like the pen of a skillful writer.
Psalms 45:2	You are the most excellent of the human beings. Grace has anointed your lips, therefore Elohim has blessed you forever.
Psalms 45:3	Gird your sword on your thigh, mighty one: your splendor and your majesty.
Psalms 45:4	In your majesty ride on victoriously on behalf of truth, humility, and righteousness. Let your right hand display awesome deeds.
Psalms 45:5	Your arrows are sharp. The nations fall under you, with arrows in the heart of the king's enemies.
Psalms 45:6	Your throne, Elohim, is forever and ever. A scepter of equity is the scepter of your kingdom.
Psalms 45:7	You have loved righteousness, and hated wickedness. Therefore Elohim, your God, has anointed you with the oil of gladness above your fellows.
Psalms 45:8	All your garments smell like myrrh, aloes, and cassia. Out of ivory palaces stringed instruments have made you glad.
Psalms 45:9	Kings' daughters are among your honorable women. At your right hand the queen stands in gold of Ophir.
Psalms 45:10	Listen, daughter, consider, and turn your ear. Forget your own people, and also your father's house.
Psalms 45:11	So the king will desire your beauty, honor him, for he is your lord.
Psalms 45:12	The daughter of Tzor comes with a gift. The rich among the people entreat your favor.
Psalms 45:13	The princess inside is all glorious. Her clothing is interwoven with gold.
Psalms 45:14	She shall be led to the king in embroidered work. The virgins, her companions who follow her, shall be brought to you.
Psalms 45:15	With gladness and rejoicing they shall be led. They shall enter into the king's palace.
Psalms 45:16	Your sons will take the place of your fathers. You shall make them princes in all the earth.
Psalms 45:17	I will make your name to be remembered in all generations. Therefore the peoples shall give you thanks forever and ever.
Psalms 46:1	Elohim is our refuge and strength, a very present help in trouble.
Psalms 46:2	Therefore we won't be afraid, though the earth changes, though the mountains are shaken into the heart of the seas;
Psalms 46:3	though the waters of it roar and are troubled, though the mountains tremble with their swelling. Selah.
Psalms 46:4	There is a river, the streams of which make the city of Elohim glad, the holy place of the tents of the Most High.
Psalms 46:5	Elohim is in her midst. She shall not be moved. Elohim will help her at dawn.
Psalms 46:6	The nations raged. The kingdoms were moved. YHWH lifted YHWH’s voice, and the earth melted.
Psalms 46:7	YHWH of Armies is with us. The God of Ya'akov is our refuge. Selah.
Psalms 46:8	Come, see YHWH's works, what desolations YHWH has made in the earth.
Psalms 46:9	YHWH makes wars cease to the end of the earth. YHWH breaks the bow, and shatters the spear. YHWH burns the chariots in the fire.
Psalms 46:10	"""Be still, and know that I am Elohim. I will be exalted among the nations. I will be exalted in the earth."""
Psalms 46:11	YHWH of Armies is with us. The God of Ya'akov is our refuge. Selah.
