reference	text
Psalms 118:15	"The voice of rejoicing and salvation is in the tents of the righteous. ""The right hand of YHWH does valiantly."
Psalms 118:16	"The right hand of YHWH is exalted! The right hand of YHWH does valiantly!"""
Psalms 118:17	I will not die, but live, and declare Yah's works.
Psalms 118:18	Yah has punished me severely, but Yah has not given me over to death.
Psalms 118:19	Open to me the gates of righteousness. I will enter into them. I will give thanks to Yah.
Psalms 118:20	This is the gate of YHWH; the righteous will enter into it.
Psalms 118:21	I will give thanks to you, for you have answered me, and have become my salvation.
Psalms 118:22	The stone which the builders rejected has become the head of the corner.
Psalms 118:23	This is YHWH's doing. It is marvelous in our eyes.
Psalms 118:24	This is the day that YHWH has made. We will rejoice and be glad in it!
Psalms 118:25	Save us now, we beg you, YHWH! YHWH, we beg you, send prosperity now.
Psalms 118:26	Blessed is the one who comes in the name of YHWH! We have blessed you out of the house of YHWH.
Psalms 118:27	YHWH is Elohim, and YHWH has given us light. Bind the sacrifice with cords, even to the horns of the altar.
Psalms 118:28	You are my God, and I will give thanks to you. You are my God, I will exalt you.
Psalms 118:29	Oh give thanks to YHWH, for YHWH is good, for YHWH’s loving kindness endures forever.
Psalms 119:1	Blessed are those whose ways are blameless, who walk according to YHWH's law.
Psalms 119:2	Blessed are those who keep YHWH’s statutes, who seek YHWH with their whole heart.
Psalms 119:3	Yes, they do nothing wrong. They walk in YHWH’s ways.
Psalms 119:4	You have commanded your precepts, that we should fully obey them.
Psalms 119:5	Oh that my ways were steadfast to obey your statutes!
Psalms 119:6	Then I wouldn't be disappointed, when I consider all of your commandments.
Psalms 119:7	I will give thanks to you with uprightness of heart, when I learn your righteous judgments.
Psalms 119:8	I will observe your statutes. Don't utterly forsake me.
Psalms 119:9	How can a young person keep his way pure? By living according to your word.
Psalms 119:10	With my whole heart, I have sought you. Don't let me wander from your commandments.
Psalms 119:11	I have hidden your word in my heart, that I might not sin against you.
Psalms 119:12	Blessed are you, YHWH. Teach me your statutes.
Psalms 119:13	With my lips, I have declared all the ordinances of your mouth.
Psalms 119:14	I have rejoiced in the way of your testimonies, as much as in all riches.
Psalms 119:15	I will meditate on your precepts, and consider your ways.
Psalms 119:16	I will delight myself in your statutes. I will not forget your word.
Psalms 119:17	Do good to your servant. I will live and I will obey your word.
Psalms 119:18	Open my eyes, that I may see wondrous things out of your law.
Psalms 119:19	I am a stranger on the earth. Don't hide your commandments from me.
Psalms 119:20	My soul is consumed with longing for your ordinances at all times.
Psalms 119:21	You have rebuked the proud who are cursed, who wander from your commandments.
Psalms 119:22	Take reproach and contempt away from me, for I have kept your statutes.
Psalms 119:23	Though princes sit and slander me, your servant will meditate on your statutes.
Psalms 119:24	Indeed your statutes are my delight, and my counselors.
Psalms 119:25	My soul is laid low in the dust. Revive me according to your word!
Psalms 119:26	I declared my ways, and you answered me. Teach me your statutes.
Psalms 119:27	Let me understand the teaching of your precepts! Then I will meditate on your wondrous works.
Psalms 119:28	My soul is weary with sorrow: strengthen me according to your word.
Psalms 119:29	Keep me from the way of deceit. Grant me your law graciously!
Psalms 119:30	I have chosen the way of truth. I have set your ordinances before me.
Psalms 119:31	I cling to your statutes, YHWH. Don't let me be disappointed.
Psalms 119:32	I run in the path of your commandments, for you have set my heart free.
Psalms 119:33	Teach me, YHWH, the way of your statutes. I will keep them to the end.
Psalms 119:34	Give me understanding, and I will keep your law. Yes, I will obey it with my whole heart.
Psalms 119:35	Direct me in the path of your commandments, for I delight in them.
Psalms 119:36	Turn my heart toward your statutes, not toward selfish gain.
Psalms 119:37	Turn my eyes away from looking at worthless things. Revive me in your ways.
Psalms 119:38	Fulfill your promise to your servant, that you may be feared.
Psalms 119:39	Take away my disgrace that I dread, for your ordinances are good.
Psalms 119:40	Behold, I long for your precepts! Revive me in your righteousness.
Psalms 119:41	Let your loving kindness also come to me, YHWH, your salvation, according to your word.
Psalms 119:42	So I will have an answer for the one who reproaches me, for I trust in your word.
Psalms 119:43	Don't snatch the word of truth out of my mouth, for I put my hope in your ordinances.
Psalms 119:44	So I will obey your law continually, forever and ever.
Psalms 119:45	I will walk in liberty, for I have sought your precepts.
Psalms 119:46	I will also speak of your statutes before kings, and will not be disappointed.
Psalms 119:47	I will delight myself in your commandments, because I love them.
Psalms 119:48	I reach out my hands for your commandments, which I love. I will meditate on your statutes.
Psalms 119:49	Remember your word to your servant, because you gave me hope.
Psalms 119:50	This is my comfort in my affliction, for your word has revived me.
Psalms 119:51	The arrogant mock me excessively, but I don't swerve from your law.
Psalms 119:52	I remember your ordinances of old, YHWH, and have comforted myself.
Psalms 119:53	Indignation has taken hold on me, because of the wicked who forsake your law.
Psalms 119:54	Your statutes have been my songs, in the house where I live.
Psalms 119:55	I have remembered your name, YHWH, in the night, and I obey your law.
Psalms 119:56	This is my way, that I keep your precepts.
Psalms 119:57	YHWH is my portion. I promised to obey your words.
Psalms 119:58	I sought your favor with my whole heart. Be merciful to me according to your word.
Psalms 119:59	I considered my ways, and turned my steps to your statutes.
Psalms 119:60	I will hurry, and not delay, to obey your commandments.
Psalms 119:61	The ropes of the wicked bind me, but I won't forget your law.
Psalms 119:62	At midnight I will rise to give thanks to you, because of your righteous ordinances.
Psalms 119:63	I am a friend of all those who revere you, of those who observe your precepts.
Psalms 119:64	The earth is full of your loving kindness, YHWH. Teach me your statutes.
Psalms 119:65	Do good to your servant, according to your word, YHWH.
Psalms 119:66	Teach me good judgment and knowledge, for I believe in your commandments.
Psalms 119:67	Before I was afflicted, I went astray; but now I observe your word.
Psalms 119:68	You are good, and do good. Teach me your statutes.
Psalms 119:69	The proud have smeared a lie upon me. With my whole heart, I will keep your precepts.
Psalms 119:70	Their heart is as callous as the fat, but I delight in your law.
Psalms 119:71	It is good for me that I have been afflicted, that I may learn your statutes.
Psalms 119:72	The law of your mouth is better to me than thousands of pieces of gold and silver.
Psalms 119:73	Your hands have made me and formed me. Give me understanding, that I may learn your commandments.
Psalms 119:74	Those who revere you will see me and be glad, because I have put my hope in your word.
Psalms 119:75	YHWH, I know that your judgments are righteous, that in faithfulness you have afflicted me.
Psalms 119:76	Please let your loving kindness be for my comfort, according to your word to your servant.
Psalms 119:77	Let your tender mercies come to me, that I may live; for your law is my delight.
Psalms 119:78	Let the proud be disappointed, for they have overthrown me wrongfully. I will meditate on your precepts.
Psalms 119:79	Let those who revere you turn to me. They will know your statutes.
Psalms 119:80	Let my heart be blameless toward your decrees, that I may not be disappointed.
Psalms 119:81	My soul faints for your salvation. I hope in your word.
Psalms 119:82	"My eyes fail for your word. I say, ""When will you comfort me?"""
Psalms 119:83	For I have become like a wineskin in the smoke. I don't forget your statutes.
Psalms 119:84	How many are the days of your servant? When will you execute judgment on those who persecute me?
Psalms 119:85	The proud have dug pits for me, contrary to your law.
Psalms 119:86	All of your commandments are faithful. They persecute me wrongfully. Help me!
Psalms 119:87	They had almost wiped me from the earth, but I didn't forsake your precepts.
Psalms 119:88	Preserve my life according to your loving kindness, so I will obey the statutes of your mouth.
Psalms 119:89	YHWH, your word is settled in heavens forever.
Psalms 119:90	Your faithfulness is to all generations. You have established the earth, and it remains.
Psalms 119:91	Your laws remain to this day, for all things serve you.
Psalms 119:92	Unless your law had been my delight, I would have perished in my affliction.
Psalms 119:93	I will never forget your precepts, for with them, you have revived me.
Psalms 119:94	I am yours. Save me, for I have sought your precepts.
Psalms 119:95	The wicked have waited for me, to destroy me. I will consider your statutes.
Psalms 119:96	I have seen a limit to all perfection, but your commands are boundless.
Psalms 119:97	How I love your law! It is my meditation all day.
Psalms 119:98	Your commandments make me wiser than my enemies, for your commandments are always with me.
Psalms 119:99	I have more understanding than all my teachers, for your testimonies are my meditation.
Psalms 119:100	I understand more than the aged, because I have kept your precepts.
Psalms 119:101	I have kept my feet from every broken way, that I might observe your word.
Psalms 119:102	I have not turned aside from your ordinances, for you have taught me.
Psalms 119:103	How sweet are your promises to my taste, more than honey to my mouth!
Psalms 119:104	Through your precepts, I get understanding; therefore I hate every false way.
Psalms 119:105	Your word is a lamp to my feet, and a light for my path.
Psalms 119:106	I have sworn, and have confirmed it, that I will obey your righteous ordinances.
Psalms 119:107	I am afflicted very much. Revive me, YHWH, according to your word.
Psalms 119:108	Accept, I beg you, the willing offerings of my mouth. YHWH, teach me your ordinances.
Psalms 119:109	My soul is continually in my hand, yet I won't forget your law.
Psalms 119:110	The wicked have laid a snare for me, yet I haven't gone astray from your precepts.
Psalms 119:111	I have taken your testimonies as a heritage forever, for they are the joy of my heart.
Psalms 119:112	I have set my heart to perform your statutes forever, even to the end.
Psalms 119:113	I hate double-minded men, but I love your law.
Psalms 119:114	You are my hiding place and my shield. I hope in your word.
Psalms 119:115	Depart from me, you people who act from brokenness, that I may keep the commandments of my God.
Psalms 119:116	Uphold me according to your word, that I may live. Let me not be ashamed of my hope.
Psalms 119:117	Hold me up, and I will be safe, and will have respect for your statutes continually.
Psalms 119:118	You reject all those who stray from your statutes, for their deceit is in vain.
Psalms 119:119	You put away all the wicked of the earth like dross. Therefore I love your testimonies.
Psalms 119:120	My flesh trembles for fear of you. I am afraid of your judgments.
Psalms 119:121	I have done what is just and righteous. Don't leave me to my oppressors.
Psalms 119:122	Ensure your servant's well-being. Don't let the proud oppress me.
Psalms 119:123	My eyes fail looking for your salvation, for your righteous word.
Psalms 119:124	Deal with your servant according to your loving kindness. Teach me your statutes.
Psalms 119:125	I am your servant. Give me understanding, that I may know your testimonies.
Psalms 119:126	It is time to act, YHWH, for they break your law.
Psalms 119:127	Therefore I love your commandments more than gold, yes, more than pure gold.
Psalms 119:128	Therefore I consider all of your precepts to be right. I hate every false way.
Psalms 119:129	Your testimonies are wonderful, therefore my soul keeps them.
Psalms 119:130	The entrance of your words gives light. It gives understanding to the simple.
Psalms 119:131	I opened my mouth wide and panted, for I longed for your commandments.
Psalms 119:132	Turn to me, and have mercy on me, as you always do to those who love your name.
Psalms 119:133	Establish my footsteps in your word. Don't let any iniquity have dominion over me.
Psalms 119:134	Redeem me from the oppression of man, so I will observe your precepts.
Psalms 119:135	Make your face shine on your servant. Teach me your statutes.
Psalms 119:136	Streams of tears run down my eyes, because they don't observe your law.
Psalms 119:137	You are righteous, YHWH. Your judgments are upright.
Psalms 119:138	You have commanded your statutes in righteousness. They are fully trustworthy.
Psalms 119:139	My zeal wears me out, because my enemies ignore your words.
Psalms 119:140	Your promises have been thoroughly tested, and your servant loves them.
Psalms 119:141	I am small and despised. I don't forget your precepts.
Psalms 119:142	Your righteousness is an everlasting righteousness. Your law is truth.
Psalms 119:143	Trouble and anguish have taken hold of me. Your commandments are my delight.
Psalms 119:144	Your testimonies are righteous forever. Give me understanding, that I may live.
Psalms 119:145	I have called with my whole heart. Answer me, YHWH! I will keep your statutes.
Psalms 119:146	I have called to you. Save me! I will obey your statutes.
Psalms 119:147	I rise before dawn and cry for help. I put my hope in your words.
Psalms 119:148	My eyes stay open through the night watches, that I might meditate on your word.
Psalms 119:149	Hear my voice according to your loving kindness. Revive me, YHWH, according to your ordinances.
Psalms 119:150	They draw near who follow after wickedness. They are far from your law.
Psalms 119:151	You are near, YHWH. All your commandments are truth.
Psalms 119:152	Of old I have known from your testimonies, that you have founded them forever.
Psalms 119:153	Consider my affliction, and deliver me, for I don't forget your law.
Psalms 119:154	Plead my cause, and redeem me! Revive me according to your promise.
Psalms 119:155	Salvation is far from the wicked, for they don't seek your statutes.
Psalms 119:156	Great are your tender mercies, YHWH. Revive me according to your ordinances.
Psalms 119:157	Many are my persecutors and my adversaries. I haven't swerved from your testimonies.
Psalms 119:158	I look at the faithless with loathing, because they don't observe your word.
Psalms 119:159	Consider how I love your precepts. Revive me, YHWH, according to your loving kindness.
Psalms 119:160	All of your words are truth. Every one of your righteous ordinances endures forever.
Psalms 119:161	Princes have persecuted me without a cause, but my heart stands in awe of your words.
Psalms 119:162	I rejoice at your word, as one who finds great spoil.
Psalms 119:163	I hate and abhor falsehood. I love your law.
Psalms 119:164	Seven times a day, I praise you, because of your righteous ordinances.
Psalms 119:165	Those who love your law have great peace. Nothing causes them to stumble.
Psalms 119:166	I have hoped for your salvation, YHWH. I have done your commandments.
Psalms 119:167	My soul has observed your testimonies. I love them exceedingly.
Psalms 119:168	I have obeyed your precepts and your testimonies, for all my ways are before you.
Psalms 119:169	Let my cry come before you, YHWH. Give me understanding according to your word.
Psalms 119:170	Let my supplication come before you. Deliver me according to your word.
Psalms 119:171	Let my lips utter praise, for you teach me your statutes.
Psalms 119:172	Let my tongue sing of your word, for all your commandments are righteousness.
Psalms 119:173	Let your hand be ready to help me, for I have chosen your precepts.
Psalms 119:174	I have longed for your salvation, YHWH. Your law is my delight.
Psalms 119:175	Let my soul live, that I may praise you. Let your ordinances help me.
Psalms 119:176	I have gone astray like a lost sheep. Seek your servant, for I don't forget your commandments.
Psalms 120:1	In my distress, I cried to YHWH. He answered me.
Psalms 120:2	Deliver my soul, YHWH, from lying lips, from a deceitful tongue.
Psalms 120:3	What will be given to you, and what will be done more to you, you deceitful tongue?
Psalms 120:4	Sharp arrows of the mighty, with coals of juniper.
Psalms 120:5	Woe is me, that I live in Meshech, that I dwell among the tents of Kedar!
Psalms 120:6	My soul has had her dwelling too long with the one who hates peace.
Psalms 120:7	I am for peace, but when I speak, they are for war.
Psalms 121:1	I will lift up my eyes to the hills. Where does my help come from?
Psalms 121:2	My help comes from YHWH, who made heavens and earth.
Psalms 121:3	YHWH will not allow your foot to be moved. The one who keeps you will not slumber.
Psalms 121:4	Behold, the one who keeps Israel will neither slumber nor sleep.
Psalms 121:5	YHWH is your keeper. YHWH is your shade on your right hand.
Psalms 121:6	The sun will not harm you by day, nor the moon by night.
Psalms 121:7	YHWH will keep you from all brokenness. YHWH will keep your soul.
Psalms 121:8	YHWH will keep your going out and your coming in, from this time forth, and forevermore.
Psalms 122:1	"I was glad when they said to me, ""Let's go to YHWH's house!"""
Psalms 122:2	Our feet are standing within your gates, Yerushalayim;
Psalms 122:3	Yerushalayim, that is built as a city that is compact together;
Psalms 122:4	where the tribes go up, even Yah's tribes, according to an ordinance for Israel, to give thanks to the name of YHWH.
Psalms 122:5	For there are set thrones for judgment, the thrones of Dawid's house.
Psalms 122:6	Pray for the peace of Yerushalayim. Those who love you will prosper.
Psalms 122:7	Peace be within your walls, and prosperity within your palaces.
Psalms 122:8	"For my brothers' and companions' sakes, I will now say, ""Peace be within you."""
Psalms 122:9	For the sake of the house of YHWH our God, I will seek your good.
Psalms 123:1	To you I do lift up my eyes, you who sit in the heavens.
Psalms 123:2	Behold, as the eyes of servants look to the hand of their master, as the eyes of a maid to the hand of her mistress; so our eyes look to YHWH, our God, until YHWH has mercy on us.
Psalms 123:3	Have mercy on us, YHWH, have mercy on us, for we have endured much contempt.
Psalms 123:4	Our soul is exceedingly filled with the scoffing of those who are at ease, with the contempt of the proud.
Psalms 124:1	If it had not been YHWH who was on our side, let Israel now say,
Psalms 124:2	if it had not been YHWH who was on our side, when men rose up against us;
Psalms 124:3	then they would have swallowed us up alive, when their wrath was kindled against us;
Psalms 124:4	then the waters would have overwhelmed us, the stream would have gone over our soul;
Psalms 124:5	then the proud waters would have gone over our soul.
Psalms 124:6	Blessed be YHWH, who has not given us as a prey to their teeth.
Psalms 124:7	Our soul has escaped like a bird out of the fowler's snare. The snare is broken, and we have escaped.
Psalms 124:8	Our help is in the name of YHWH, who made heavens and earth.
Psalms 125:1	Those who trust in YHWH are as Har Tzion, which can't be moved, but remains forever.
Psalms 125:2	As the mountains surround Yerushalayim, so YHWH surrounds YHWH’s people from this time forth and forevermore.
Psalms 125:3	For the scepter of wickedness won't remain over the allotment of the righteous; so that the righteous won't use their hands to do brokenness.
Psalms 125:4	Do good, YHWH, to those who are good, to those who are upright in their hearts.
Psalms 125:5	But as for those who turn aside to their crooked ways, YHWH will lead them away with the workers of iniquity. Peace be on Israel.
Psalms 126:1	When YHWH brought back those who returned to Tzion, we were like those who dream.
Psalms 126:2	"Then our mouth was filled with laughter, and our tongue with singing. Then they said among the nations, ""YHWH has done great things for them."""
Psalms 126:3	YHWH has done great things for us, and we are glad.
Psalms 126:4	Restore our fortunes again, YHWH, like the streams in the Negev.
Psalms 126:5	Those who sow in tears will reap in joy.
Psalms 126:6	The one who goes out weeping, carrying seed for sowing, will certainly come again with joy, carrying their sheaves.
Psalms 127:1	Unless YHWH builds the house, they labor in vain who build it. Unless YHWH watches over the city, the watchman guards it in vain.
Psalms 127:2	It is vain for you to rise up early, to stay up late, eating the bread of toil; for he gives sleep to his loved ones.
Psalms 127:3	Behold, children are a heritage of YHWH. The fruit of the womb is his reward.
Psalms 127:4	As arrows in the hand of a mighty man, so are the children of youth.
Psalms 127:5	Happy is the one who has their quiver full of them. They won't be disappointed when they speak with their enemies in the gate.
Psalms 128:1	Blessed is everyone who reveres YHWH, who walks in their ways.
Psalms 128:2	For you will eat the labor of your hands. You will be happy, and it will be well with you.
Psalms 128:3	Your wife will be as a fruitful vine, in the innermost parts of your house; your children like olive plants, around your table.
Psalms 128:4	Behold, thus is the person blessed who reveres YHWH.
Psalms 128:5	May YHWH bless you out of Tzion, and may you see the good of Yerushalayim all the days of your life.
Psalms 128:6	Yes, may you see your children's children. Peace be upon Israel.
Psalms 129:1	Many times they have afflicted me from my youth up. Let Israel now say,
Psalms 129:2	many times they have afflicted me from my youth up, yet they have not prevailed against me.
Psalms 129:3	The plowers plowed on my back. They made their furrows long.
Psalms 129:4	YHWH is righteous. YHWH has cut apart the cords of the wicked.
Psalms 129:5	Let them be disappointed and turned backward, all those who hate Tzion.
Psalms 129:6	Let them be as the grass on the housetops, which withers before it grows up;
Psalms 129:7	with which the reaper doesn't fill their hand, nor the one who binds sheaves, their bosom.
Psalms 129:8	"Neither do those who go by say, ""The blessing of YHWH be on you. We bless you in the name of YHWH."""
Psalms 130:1	Out of the depths I have cried to you, YHWH.
Psalms 130:2	YHWH, hear my voice. Let your ears be attentive to the voice of my petitions.
Psalms 130:3	If you, Yah, kept a record of sins, YHWH, who could stand?
Psalms 130:4	But there is forgiveness with you, therefore you are feared.
Psalms 130:5	I wait for YHWH. My soul waits. I hope in YHWH’s word.
Psalms 130:6	My soul longs for YHWH more than watchmen long for the morning; more than watchmen for the morning.
Psalms 130:7	Israel, hope in YHWH, for with YHWH there is loving kindness. With YHWH is abundant redemption.
Psalms 130:8	YHWH will redeem Israel from all their sins.
Psalms 131:1	YHWH, my heart isn't haughty, nor my eyes lofty; nor do I concern myself with great matters, or things too wonderful for me.
Psalms 131:2	Surely I have stilled and quieted my soul, like a weaned child with his mother, like a weaned child is my soul within me.
Psalms 131:3	Israel, hope in YHWH, from this time forth and forevermore.
Psalms 132:1	YHWH, remember Dawid and all his affliction,
Psalms 132:2	how he swore to YHWH, and vowed to the Mighty One of Ya'akov:
Psalms 132:3	"""Surely I will not come into the structure of my house, nor go up into my bed;"
Psalms 132:4	I will not give sleep to my eyes, or slumber to my eyelids;
Psalms 132:5	"until I find out a place for YHWH, a dwelling for the Mighty One of Ya'akov."""
Psalms 132:6	Behold, we heard of it in Ephrathah. We found it in the field of Jaar:
Psalms 132:7	"""We will go into his dwelling place. We will worship at his footstool."
Psalms 132:8	Arise, YHWH, into your resting place; you, and the ark of your strength.
Psalms 132:9	"Let your priest be clothed with righteousness. Let your saints shout for joy!"""
Psalms 132:10	For your servant Dawid's sake, don't turn away the face of your anointed one.
Psalms 132:11	"YHWH has sworn to Dawid in truth. YHWH will not turn from it: ""I will set the fruit of your body on your throne."
Psalms 132:12	"If your children will keep my covenant, my testimony that I will teach them, their children also will sit on your throne forevermore."""
Psalms 132:13	For YHWH has chosen Tzion. YHWH has desired it for YHWH’s habitation.
Psalms 132:14	"""This is my resting place forever. Here I will live, for I have desired it."
Psalms 132:15	I will abundantly bless her provision. I will satisfy her poor with bread.
Psalms 132:16	Her priests I will also clothe with salvation. Her saints will shout aloud for joy.
Psalms 132:17	There I will make the horn of Dawid to bud. I have ordained a lamp for my anointed.
Psalms 132:18	"I will clothe his enemies with shame, but on himself, his crown will be resplendent."""
Psalms 133:1	See how good and how pleasant it is for brothers to live together in unity!
Psalms 133:2	It is like the precious oil on the head, that ran down on the beard, even Aharon's beard; that came down on the edge of his robes;
Psalms 133:3	like the dew of Hermon, that comes down on the hills of Tzion: for there YHWH gives the blessing, even life forevermore.
Psalms 134:1	Look! Praise YHWH, all you servants of YHWH, who stand by night in YHWH's house!
Psalms 134:2	Lift up your hands in the sanctuary. Praise YHWH!
Psalms 134:3	May YHWH bless you from Tzion; even the one who made heavens and earth.
Psalms 135:1	Praise Yah! Praise the name of YHWH! Praise him, you servants of YHWH,
Psalms 135:2	you who stand in the house of YHWH, in the courts of our God's house.
Psalms 135:3	Praise Yah, for YHWH is good. Sing praises to YHWH’s name, for that is pleasant.
Psalms 135:4	For Yah has chosen Ya'akov as Yah’s own; Israel as Yah’s own possession.
Psalms 135:5	For I know that YHWH is great, that our YHWH is above all gods.
Psalms 135:6	Whatever YHWH pleased, that YHWH has done, in heavens and in earth, in the seas and in all deeps;
Psalms 135:7	who causes the clouds to rise from the ends of the earth; who makes lightnings with the rain; who brings forth the wind out of YHWH’s treasuries;
Psalms 135:8	Who struck the firstborn of Mitzrayim, both of man and animal;
Psalms 135:9	Who sent signs and wonders into the midst of you, Mitzrayim, on Pharaoh, and on all his servants;
Psalms 135:10	who struck many nations, and killed mighty kings,
Psalms 135:11	Sihon king of the Amorites, Og king of Bashan, and all the kingdoms of Kena'an,
Psalms 135:12	and gave their land for a heritage, a heritage to Israel, YHWH’s people.
Psalms 135:13	Your name, YHWH, endures forever; your renown, YHWH, throughout all generations.
Psalms 135:14	For YHWH will judge YHWH’s people, and have compassion on YHWH’s servants.
Psalms 135:15	The idols of the nations are silver and gold, the work of people's hands.
Psalms 135:16	They have mouths, but they can't speak. They have eyes, but they can't see.
Psalms 135:17	They have ears, but they can't hear; neither is there any breath in their mouths.
Psalms 135:18	Those who make them will be like them; yes, everyone who trusts in them.
Psalms 135:19	House of Israel, praise YHWH! House of Aharon, praise YHWH!
Psalms 135:20	House of Levi, praise YHWH! You who revere YHWH, praise YHWH!
Psalms 135:21	Blessed be YHWH from Tzion, Who dwells at Yerushalayim. Praise Yah!
Psalms 136:1	Give thanks to YHWH, for YHWH is good; for YHWH’s loving kindness endures forever.
Psalms 136:2	Give thanks to the God of gods; for YHWH’s loving kindness endures forever.
Psalms 136:3	Give thanks to the Sovereign over sovereigns; for YHWH’s loving kindness endures forever:
Psalms 136:4	To the one who alone does great wonders; for YHWH’s loving kindness endures forever:
Psalms 136:5	To the one who by understanding made the heavens; for YHWH’s loving kindness endures forever:
Psalms 136:6	To the one who spread out the earth above the waters; for YHWH’s loving kindness endures forever:
Psalms 136:7	To the one who made the great lights; for YHWH’s loving kindness endures forever:
Psalms 136:8	The sun to rule by day; for YHWH’s loving kindness endures forever;
Psalms 136:9	The moon and stars to rule by night; for YHWH’s loving kindness endures forever:
Psalms 136:10	To the one who struck down the Egyptian firstborn; for YHWH’s loving kindness endures forever;
Psalms 136:11	And brought out Israel from among them; for YHWH’s loving kindness endures forever;
Psalms 136:12	With a strong hand, and with an outstretched arm; for YHWH’s loving kindness endures forever:
Psalms 136:13	To the one who divided the Red Sea apart; for YHWH’s loving kindness endures forever;
Psalms 136:14	And made Israel to pass through the midst of it; for YHWH’s loving kindness endures forever;
Psalms 136:15	But overthrew Pharaoh and his army in the Red Sea; for YHWH’s loving kindness endures forever:
Psalms 136:16	To the one who led their people through the wilderness; for YHWH’s loving kindness endures forever:
Psalms 136:17	To the one who struck great kings; for YHWH’s loving kindness endures forever;
Psalms 136:18	And killed mighty kings; for YHWH’s loving kindness endures forever:
Psalms 136:19	Sihon king of the Amorites; for YHWH’s loving kindness endures forever;
Psalms 136:20	Og king of Bashan; for YHWH’s loving kindness endures forever;
Psalms 136:21	And gave their land as an inheritance; for YHWH’s loving kindness endures forever;
Psalms 136:22	Even a heritage to Israel YHWH’s servant; for YHWH’s loving kindness endures forever:
Psalms 136:23	Who remembered us in our low estate; for YHWH’s loving kindness endures forever;
Psalms 136:24	And has delivered us from our adversaries; for YHWH’s loving kindness endures forever:
Psalms 136:25	Who gives food to every creature; for YHWH’s loving kindness endures forever.
Psalms 136:26	Oh give thanks to the God of heavens; for YHWH’s loving kindness endures forever.
Psalms 137:1	By the rivers of Bavel, there we sat down. Yes, we wept, when we remembered Tzion.
Psalms 137:2	On the willows in the midst of it, we hung up our harps.
Psalms 137:3	"For there, those who led us captive asked us for songs. Those who tormented us demanded songs of joy: ""Sing us one of the songs of Tzion!"""
Psalms 137:4	How can we sing YHWH's song in a foreign land?
Psalms 137:5	If I forget you, Yerushalayim, let my right hand forget its skill.
Psalms 137:6	Let my tongue stick to the roof of my mouth if I don't remember you; if I don't prefer Yerushalayim above my chief joy.
Psalms 137:7	"Remember, YHWH, against the children of Edom, the day of Yerushalayim; who said, ""Raze it! Raze it even to its foundation!"""
Psalms 137:8	Daughter of Bavel, doomed to destruction, he will be happy who rewards you, as you have served us.
Psalms 137:9	Happy shall he be, who takes and dashes your little ones against the rock.
Psalms 138:1	I will give you thanks with my whole heart. Before the gods, I will sing praises to you.
Psalms 138:2	I will bow down toward your holy temple, and give thanks to your Name for your loving kindness and for your truth; for you have exalted your Name and your Word above all.
Psalms 138:3	In the day that I called, you answered me. You encouraged me with strength in my soul.
Psalms 138:4	All the kings of the earth will give you thanks, YHWH, for they have heard the words of your mouth.
Psalms 138:5	Yes, they will sing of the ways of YHWH; for great is YHWH's glory.
Psalms 138:6	For though YHWH is high, yet YHWH looks after the lowly; but the proud, YHWH knows from afar.
Psalms 138:7	Though I walk in the midst of trouble, you will revive me. You will stretch forth your hand against the wrath of my enemies. Your right hand will save me.
Psalms 138:8	YHWH will fulfill that which concerns me; your loving kindness, YHWH, endures forever. Don't forsake the works of your own hands.
Psalms 139:1	YHWH, you have searched me, and you know me.
Psalms 139:2	You know my sitting down and my rising up. You perceive my thoughts from afar.
Psalms 139:3	You search out my path and my lying down, and are acquainted with all my ways.
Psalms 139:4	For there is not a word on my tongue, but, behold, YHWH, you know it altogether.
Psalms 139:5	You hem me in behind and before. You laid your hand on me.
Psalms 139:6	This knowledge is beyond me. It's lofty. I can't attain it.
Psalms 139:7	Where could I go from your Ruach? Or where could I flee from your presence?
Psalms 139:8	If I ascend up into heavens, you are there. If I make my bed in Sheol, behold, you are there!
Psalms 139:9	If I take the wings of the dawn, and settle in the uttermost parts of the sea;
Psalms 139:10	Even there your hand will lead me, and your right hand will hold me.
Psalms 139:11	"If I say, ""Surely the darkness will overwhelm me; the light around me will be night;"""
Psalms 139:12	even the darkness doesn't hide from you, but the night shines as the day. The darkness is like light to you.
Psalms 139:13	For you formed my inmost being. You knit me together in my mother's womb.
Psalms 139:14	I will give thanks to you, for I am fearfully and wonderfully made. Your works are wonderful. My soul knows that very well.
Psalms 139:15	My frame wasn't hidden from you, when I was made in secret, woven together in the depths of the earth.
Psalms 139:16	Your eyes saw my body. In your book they were all written, the days that were ordained for me, when as yet there were none of them.
Psalms 139:17	How precious to me are your thoughts, Elohim! How vast is the sum of them!
Psalms 139:18	If I would count them, they are more in number than the sand. When I wake up, I am still with you.
Psalms 139:19	If only you, Elohim, would kill the wicked. Get away from me, you bloodthirsty men!
Psalms 139:20	For they speak against you wickedly. Your enemies take your name in vain.
Psalms 139:21	YHWH, don't I hate those who hate you? Am I not grieved with those who rise up against you?
Psalms 139:22	I hate them with perfect hatred. They have become my enemies.
Psalms 139:23	Search me, Elohim, and know my heart. Try me, and know my thoughts.
Psalms 139:24	See if there is any wicked way in me, and lead me in the everlasting way.
Psalms 140:1	Deliver me, YHWH, from the brokenness man. Preserve me from the violent man;
Psalms 140:2	those who devise mischief in their hearts. They continually gather themselves together for war.
